# salmonsen/2/19/Articles.lst
#
index|Titel og indhold|0003 0005
|Pink colour|0181
|Pinksalt|0181
|Pinna|0181
|Pinnacidier|0181
|Pinneberg|0181
|Pinnipedia|0181
|Pinnoit|0181
|Pinnotheridæ|0181
|Pinol|0181
|Pinos|0181
|Pinos Puente|0181
|Pins, Ile des|0181
|Pinse|0181
|Pinselilje|0181
|Pinseøen|0181
|Pinsk|0181
|Pint|0181
|Pintadoit|0181
|Pintschev|0181
|Pinturicchio, Bernardino|0181-0182
|Pinus|0182-0183
|Pinwell, George John|0183
|pinxit|0183
|Pinzet|0183
|Pinzon, Martin Alonso og Vicente Yañez|0183
|Pio, Jean Frédéric Guillaume Émile|0183
|Pio, Louis|0183
|Pio, Villiam Frederik|0183-0184
|Piombi|0184
|Piombino|0184
|Piombo, Sebastian del|0184
|Pioner|0184
|Pioninæ|0184
|Piorry, Pierre Adolphe|0184
|Piotin|0184
|Piotrkóv|0184
|Piove di Sacco|0184
|Pioverna|0184
|Pip|0184
|Pipal|0184
|Pipatudsen|0184-0185
|Piper|0185
|Piper, Harald Alfred Fedor|0185
|Piper, Karl|0185
|Piperaceæ|0185
|Piperazin|0186
|Piperidin|0186
|Piperin|0186
|Piperno (By i Mellemitalien)|0186
|Piperno|0186
|Piperonal|0186
|Pipette|0186
|Piphas|0186
|Pipin|0186-0187
|Piplærker|0187
|Pip-Menthol|0187
|Pippi, G.|0187
|Pippin|0187
|Pipping, Knut Hugo|0187
|Pippingsköld, Josef Adam Joachim|0187
|Pipridæ|0187
|Piqua|0187
|pique|0187
|Piqué|0187
|Piquet|0187-0188
|Piquette|0188
|Pir (Olding, Sheik)|0188
|Pir (Havnearm)|0188
|Piraal|0188
|Piracicaba|0188
|Piraj|0188
|Pirandello, Luigi|0188
|Piranesi, Giovanni Battista|0188
|Piranhas|0188
|Pirani, Eugenio|0188-0189
|Pirano|0189
|Pirat|0189
|Piraya|0189
|Pirenne, Henri|0189
|Piricatu|0189
|Pirjatin|0189
|Pirmasens|0189
|Pirmez, Octave|0189
|Pirna|0189
|Pirnari|0189
|Pirnatsa|0189
|Pirog|0189
|Pirogov, Nikolai Ivanovitsch|0189-0190
|Pirola|0190
|Pirolaceæ|0190
|Piroler|0190
|Piron, Alexis|0190
|Pirot|0190-0191
|Pirouette (i Ballet)|0191
|Pirouette (se Skoleridning)|0191
|Pirring|0191
|Pirringstærskelen|0191
|Pirquet, Clemens von|0191
|Pirro, André|0191-0192
|Pirssonit|0192
|Pirus|0192
|Piræus|0192
|Pisa|0192-0193
|Pisagua|0193
|Pisan|0193
|Pisanello|0193
|Pisang|0193
|Pisangfamilien|0193
|Pisangædere|0193
|Pisano, Andrea di Ugolino Nini|0193
|Pisano, Antonio|0193-0194
|Pisano, Giovanni|0194
|Pisano, Niccolo|0194-0195
|Pisarev, Dmitrij Ivanovitsch|0195
|Pisatis|0195
|Piscataqua|0195
|Pisces (se Fisk)|0195
|Pisces (se Fiskerne)|0195
|Pischel, Richard|0195
|Piscina|0195
|Pisciner|0195
|Pisciotta|0195
|Pisco|0195
|Pisé|0195
|Pisek|0195
|Pisemskij, Aleksej Feofilaktovitsch|0195-0196
|Pishavar|0196
|Pishin|0196
|Pishma|0196
|Pisides, Georgios|0196
|Pisidien|0196
|Pisigsarfik|0196
|Pisino|0196
|Pisistratos|0196
|Piskebaand|0196
|Piskeceller|0196
|Piskeorm|0196
|Pisker|0196
|Pisna, Johann|0196
|Piso|0196-0197
|Pisogne|0197
|Pisolit|0197
|Pisonia|0197
|Pissarro, Camille|0197
|Pissevache|0197
|Pissodes|0197
|Pissoir|0197
|Pistacia|0197-0198
|Pistazit|0198
|Pistia|0198
|Pisticci|0198
|Pistil|0198
|Pistillaria|0198
|Pistille|0198
|Pistillodi|0198
|Pistjan|0198
|Pistocchi, Francesco Antonio|0198
|Pistoja|0198
|Pistol|0198-0201
|Pistol (ældre Guldmønt)|0201
|Pistolet|0201
|Pistomesit|0201
|Piston (ved Vaaben)|0201
|Piston (lille Luftpumpe)|0201
|Pistons|0201
|Pistor|0201
|Pistoria|0201
|Pistorius, Eduard|0201
|Pistorius' Bækkener|0201
|Pisuerga|0201
|Pisum|0201
|Pita|0201
|Pitaval, François Gayot de|0201
|Pitcairn|0201
|Pitcairnia|0201
|Pitchpine|0202
|Piteå|0202
|Piteşti|0202
|Pithecanthropus|0202
|Pithecia|0202
|Pithecus|0202
|Pithecusa|0202
|Pithiatisme|0202
|Pithiviers|0203
|Pithom|0203
|Pithos|0203
|Pithou, Pierre|0203
|Pitigliano|0203
|Pitman, Isaac|0203
|Pitoni, Giuseppe Ottavio|0203
|Pitprops|0203
|Pitrè, Giuseppe|0203-0204
|Pitri'er|0204
|Pitt|0204-0206
|Pitta|0206
|Pittakos|0206
|Pitthem|0206
|Pittheus|0206
|Pitti|0206
|Pitticit|0206
|Pittinerts|0206
|Pittinit|0206
|pittoresk|0207
|Pittsburg (By i Pennsylvania, U. S. A.)|0207
|Pittsburg (By i Kansas, U. S. A.)|0207
|Pittsfield|0207
|Pittston|0207
|Pittylen|0207
|Pituitrin|0207
|Piturin|0207
|Pityokamptes|0207
|Pityriasis|0207-0208
|Pitys|0208
|Pityuaiske Øer|0208
|Pitzunda|0208
|piu|0208
|pium corpus|0208
|pium desiderium|0208
|Piura|0208
|Pius|0208-0211
|Pius-Forening|0211-0212
|Pius-Orden|0212
|Piutti, Karl|0212
|Pivot|0212
|Pixis  Brødrene Friedrich Wilhelm og Johann Peter|0212
|Pixis, Theodor|0212
|Pi y Margall, Francisco|0212
|Piz|0212
|Pizarro, Francisco|0212-0213
|Pizzetti, Ildebrando|0213
|Pizzicato|0213
|Pizzighettone|0213
|Pizzo|0213
|Pjaster|0213
|Pjatigorsk|0213
|Pjece|0213
|Pjece|0213
|Pjedestal|0213
|Pjerrot|0213
|Pjeschkov, Aleksej Maksimovitsch|0213-0214
|Pjeturs, Helgi|0214
|Pjetursson, Hallgrímur|0214
|Pjetursson, Jón|0214
|Pjetursson, Pjetur|0214-0215
|Pjetursson, Sigurður|0215
|Pjækkert|0215
|Placard|0215
|Placement|0215
|Placenta ell. Moderkage|0215
|Placentalia|0215
|Placentarlyd|0215
|Placentia|0215
|placere|0215
|placeret|0215
|Placet|0215
|Placidia, Galla|0215
|Placodermata|0216
|Placodus|0216
|Placophora|0216
|Placuna|0216
|Pladegitter|0216
|Pladekultur|0216
|Pladevæg|0216
|Plads|0216
|Pladsagent|0216
|Pladsangest|0216
|Pladsbillet|0216
|Pladsforretning|0216
|Pladshandel|0216-0217
|Pladskommandant|0217
|Pladssvimmelhed|0217
|Pladsveksel|0217
|Pladsvæddemaal|0217
|Plafondmaleri|0217
|Plag|0217
|plagale Tonearter|0217
|Plagalslutning|0217
|Plagemann, Karl Gustaf|0217
|Plagiat|0217
|Plagioklas|0217
|Plagionit|0217
|Plagiostomi|0218
|plagiotrop|0218
|Plagwitz|0218
|Plaid|0218
|plaidere|0218
|Plaidoyer|0218
|Plaidy, Louis|0218
|plain-chant|0218
|Plainfield|0218
|Plainville|0218
|Plaka|0218
|Plakat|0218
|Plakatmaleri|0218-0219
|Plakatskrifter|0219
|plakere|0219
|Plakette|0219
|Plan|0219
|Plana, Giovanni Antonio Amedeo|0219
|Planarier|0219
|Planche|0219
|Planche, Jean Baptiste Gustave|0219
|Planché, James Robinson|0219
|Planck, Gottlieb Karl Georg|0219
|Planck, Johann Julius Wilhelm von|0219-0220
|Planck, Max Karl Ernst Ludwig|0220
|Plandrejebænk|0220
|planere|0220
|planetariske Taager|0220
|Planetarium|0220
|Planetby|0220
|Planeter|0220-0221
|Planetoider|0221-0223
|Planettavler|0223-0224
|Planfilm|0224
|Plangeometri|0224
|Planhøvlemaskine|0224
|Planier|0224
|Planimeter|0224
|Planimetri|0224
|Planipennia|0224
|Planisphærium|0224
|Planitz|0224
|Planker|0224
|plankonkav, plankonveks|0224
|Plankton|0224-0226
|Planografi|0226
|Planorbis|0226
|Planperspektiv|0226
|Planquette, Robert|0226
|Planskive|0226
|Plansætning, Lysets|0226
|Plantade, Charles Henri|0226-0227
|Plantage|0227
|Plantagenet|0227
|Plantaginaceæ|0227
|Plantago|0227
|Plantamour, Émile|0227
|Planté, Francis|0227
|Planteafstand|0228
|Plantealbumin|0228
|Planteanatomi|0228
|Planteaske|0228
|Planteavl|0228
|Plantebed|0228
|Plantebor|0228
|Plantecelle|0228
|Plantefysiologi|0228-0229
|Planteforædling|0229-0230
|Plantegaller|0230
|Plantegeografi|0230-0234
|Plantegifte|0234
|Planteglobuliner|0234-0235
|Plantehakke|0235
|Plantehul|0235
|Plantejern|0235
|Plantekasein|0235
|Plantekasse|0235
|Planteklo|0235
|Plantekolesterin|0235
|Plantenæring|0235
|Plantepatologi|0235-0240
|Plantepind|0240
|Plantepresse|0240
|Planter, klatrende|0240
|Planteriget|0240-0241
|Plantesamfund|0241-0242
|Plantesamling|0242
|Planteske|0242
|Planteskole|0242
|Planteslim|0242
|Plantesnor|0242
|Plantespyd|0242
|Plantesygdomme|0242
|Plantesystem|0242
|Plantetalg|0242
|Planteteratologi|0242
|Plantetid|0242
|Plantevoks|0242
|plantigrade|0242
|Plantin, Christophe|0242
|Plantning|0242-0243
|Plantningsplan|0243
|Planudes, Maximos|0243
|Plaquemine|0243
|Plasencia|0243
|Plaskett, John Stanley|0243
|Plasma (se Blod)|0243
|Plasma (se Kalcedon)|0243
|Plasmodiophora|0243
|Plasmodium|0243
|Plasmodium|0243
|Plasmolyse|0243-0244
|Plasmopara|0244
|Plassey|0244
|Plassmann, Joseph Eduard Clemens|0244
|Plaster (Lægemiddel)|0244
|Plaster (Skive af talget Lærred)|0244
|Plasticitet|0244-0245
|Plastik|0245
|plastisk|0245
|plastiske Operationer|0245
|plastisk Ler|0245
|Plastografi|0245
|Plastron|0245
|plat|0245
|Plat, Peter Henrik Claude du|0245-0246
|Plata|0246
|Plataiai|0246
|Platalea|0246
|Platan|0246-0247
|Platanaceæ|0247
|Platanfamilien|0247
|Platani|0247
|Platanista|0247
|Platanthera|0247
|Platanus|0247
|Platbor|0247
|Platdansk|0247
|Plate, Hermann Ludwig|0247
|Plateau|0247
|Plateau, Joseph Antoine Ferdinand|0247
|Plateau de Langres|0247
|Platen, Baltzar Bogislaus von og Baltzar Julius Ernst von|0247-0248
|Platen, Karl August Georg Max v. Hallermund|0248-0249
|Plater, Emilja|0249
|Plateresk-Stilen|0249
|Platfod|0249
|Platfoden|0249
|Platfodethed|0249
|Platform|0249
|platgattet|0249-0250
|Plathov|0250
|Plathoved|0250
|Platin eller Platina|0250
|Platin|0250
|Platinammoniakforbindelser|0250
|Platinasbest|0250
|Platinbaser|0250
|Platinbilleder|0250
|Platinbronze|0250
|Platiner|0250
|platinere|0250
|Platinit|0250
|Platinklorid|0251
|Platinkloryre|0251
|Platinlegeringer|0251
|Platinmetaller|0251
|Platinoid|0251
|Platinotypi|0251
|Platinsalmiak|0251
|Platinsort|0251
|Platinspejl|0251
|Platinsvamp|0251
|Platintraad|0251
|Platitude|0251
|Platkort|0251
|Platlask|0251
|Platlod|0251
|Platlæder|0251
|Plato|0251
|Platocyanid|0251
|Platoklorid|0251-0252
|Platon|0252-0255
|platonisk Aar|0255
|platoniske Legemer|0255
|platonisk Kærlighed|0255
|Platou|0255-0257
|Platov, Matvej Ivanowitsch|0257
|Platsilke|0257
|Platte|0257
|Plattenslager|0257
|Platten-Sø|0257
|Platter, Julius|0257
|Platte River|0257
|Platteværk|0257
|Platting|0257
|Plattnerit|0257
|Plattsburgh (By i U. S. A.)|0257
|Plattsburgh (Forstad til Mewcastle, Australien)|0257
|Plattsmouth|0257
|Plattysk|0257-0258
|Platurus|0258
|Platycercidæ|0258
|Platycerium|0258
|Platycrinus|0258
|Platygonus|0258
|Platyhelminthes|0258
|Platynit|0258
|Platyrrhini|0258
|Platysma|0258-0259
|Platææ|0259
|Plau|0259
|plaudite|0259
|Plauen|0259
|plausibel|0259
|plaustrum|0259
|Plautus, Titus Maccius|0259-0260
|Playfair, Lyon|0260
|play or pay|0260
|Plebejer|0260
|Plebiscit|0260-0262
|Plebs|0262
|Plechanov, Georgij Valentinovitsch|0262
|Plecotus|0262
|Plectranthus|0262
|Plectrophanes|0262
|Plegadis|0262
|Plehn, Marianne|0262
|Plehve, Vjatscheslav|0262-0263
|Pleiaderne (7 kvindelige, guddommelige Skikkelser)|0263
|Pleiaderne (Stjernehob i Tyren)|0263-0264
|Pleias|0264-0265
|Pleinairisme|0265
|Plein-pouvoir|0265
|Pleione|0265
|Pleisse|0265
|Pleisthenes|0265
|Pleistocæn|0265
|Plejade|0265
|Plejaden|0265
|Plejaderne|0265
|Plejebørn|0265
|Plejehjem|0265-0266
|Plejl|0266
|Plejlstang|0266
|Plejocyklisk|0266
|Plejofylli|0266
|Plejotaksi|0266
|Plektron|0266
|plenar|0266
|Plener, Ignaz v.|0266-0267
|Plenipotens|0267
|Plénipotentiaire|0267
|pleno choro|0267
|pleno jure|0267
|Plenum|0267
|plenus venter non studet libenter|0267
|pleo-|0267
|Pleokroisme|0267
|Pleomorfi|0267
|Pleonarki|0267
|Pleonasme|0267
|Pleonast|0267
|Pleorama|0267
|Pleospora|0267
|Plerom|0268
|Pleroma|0268
|Pleschen|0268
|Pleschtschejev, Aleksej Nikolajevitsch|0268
|Plesiosaurer|0268
|Pleskov|0268
|Plesner, Ulrik Adolf|0268
|Pless|0268
|Plessen, von|0268-0270
|Plessimeter|0270
|Plessit|0270
|Pleszewo|0270
|Plet|0270
|Plethon, Georgios Gemistos|0270
|Plethora|0270
|Pletsaamaskine|0270
|Pletsch, Oskar|0270
|Plett, Peter|0270
|plette|0270
|Plettenberg|0270
|Plettering|0270-0271
|Plettet Rørhøne|0271
|Pleura|0271
|Pleuritis|0271
|Pleurocarpi|0271
|Pleurococcaceæ|0271
|Pleurodictyum|0271
|Pleurodonter|0271
|Pleurodyne|0271
|Pleuron|0271
|Pleuronectes|0271
|Pleuronectidæ|0271
|Pleuroperitonealhulen|0271
|Pleuropneumoni|0271
|Plevna|0271-0272
|Plexus|0272
|Plexuslammelse|0272
|Pleyel|0272
|Pli|0272
|Plica polonica|0272
|Pligt (se Etik)|0272
|Pligt (Søv.)|0272
|Pligtarbejde|0272-0273
|Pligthugger|0273
|Pligthuse|0273
|Pligtlod|0273
|Plimsoll, Samuel|0273
|Plinius|0273-0274
|Plinlimmon|0274
|Plint|0274
|Pliocæn|0274
|Plisse|0274
|Plissolophidæ|0274
|Plocanium|0274
|Ploceidæ|0274
|Plock|0274
|Plockhorst, Bernhard|0274-0275
|Ploërmel|0275
|Ploesti|0275
|Plojesti|0275
|Plomb du Cantal|0275
|Plombe|0275
|Plombering|0275
|Plombières les Bains|0275
|Plommer, Plommetræ|0275
|Plon, Nourrit & Cie|0275
|Plon, Eugène|0275
|Plongée|0275
|plongerende Ild|0275
|Plon-Plon|0275
|Ploos van Amstel, Cornelis|0276
|Plotina|0276
|Plotinos|0276
|Plotus|0276
|Ploug, Parmo Carl|0276-0278
|Plov|0279-0281
|Plovdiv|0281
|Plovkørfugl|0281
|Plovskat|0281
|Plovskærbenet|0281
|Plozk|0281
|Pludderhoser|0281
|Plukhugstdrift|0281-0282
|Plum, Claus|0282
|Plum, Povl August|0282
|Plum, Peter Andreas Julius|0282
|Plumage|0282
|Plumatella|0282
|Plumbaginaceæ|0282
|Plumbago (ældre Betegnelse for Grafit/Blyglans)|0282
|Plumbago (Slægt af Hindebægerfamilien)|0282
|plumbati|0282
|Plumbogummit|0282
|Plumbokalcit|0282
|Plumbudding|0282
|plumbum|0282
|Plumer, Sir Herbert Charles Onslow|0282
|Plummer, Henry Crozier og William Edward|0282-0283
|Plumosit|0283
|Plumpstang|0283
|Plunkett, William Conyngham|0283
|Plunkett, Horace Curzon|0283
|plurale tantum|0283
|Pluralis|0283
|Pluralis majestatis|0283
|Pluralitet|0283
|Pluripara|0283
|Plus|0283
|Plusia|0283
|Pluskvamperfektum|0283
|plus ultra|0283
|Plutarchos|0284
|Plutarchos|0284
|Plutokrati|0284
|Pluton|0284-0285
|plutoniske Dannelser|0285
|Plutonisme|0285
|Plutos|0285
|Plutus|0285
|Pluviale|0285
|Pluviograf|0285
|pluviôse|0285
|Pluvius|0285
|Plücker, Julius|0285
|Plücker'ske Ligninger|0285
|Plüddemann, Martin|0285
|Plymouth (engelsk Kanalby)|0286-0287
|Plymouth (Byer i U. S. A.)|0287
|Plymouth-Brødre|0287
|Plymouths Rocks|0287
|Plymouth-Sund|0287
|Plympton St Mary og Plympton Maurice|0287
|Plyndergreve|0287
|Plyndring|0287-0288
|Plynteria|0288
|Plys|0288
|Plütschau, Heinrich|0288
|Plæd|0288
|Plæde|0288
|plædere|0288
|Plæneklipper|0288
|Pläner|0288
|Plæsken|0288
|Pløg|0288
|Pløjning|0288-0289
|Pløjning|0289
|Pløk|0289
|Plön|0289
|Plöner Sø|0289
|Plössl, Simon|0289
|p. m.|0289
|Pneuma|0289
|Pneumatik|0289
|Pneumatikere|0289-0290
|pneumatisk|0290
|pneumatiske Baner|0290
|pneumatiske Knogler|0290-0291
|pneumatisk Fundering|0291
|pneumatisk Fyrtøj|0291
|pneumatisk Klokke|0291
|pneumatisk Kur|0291
|pneumatisk Maltgøreri|0291
|Pneumatocele|0291
|Pneumatoder|0291
|Pneumatofor|0291
|Pneumatograf|0291
|Pneumatologi|0291
|pneumatolytisk|0291
|pneumatolytisk Kontaktmetamorfose|0291
|Pneumatometer|0291
|Pneumatosis|0291
|Pneumatoterapi|0291
|Pneumaturi|0291
|Pneumolit|0291
|Pneumon|0291
|Pneumonia|0291
|Pneumonocele|0291
|Pneumonokonioser|0291
|Pneumonometer|0291
|Pneumoperikardium|0291
|Pneumoperitonæum|0291
|Pneumothorax|0292
|Pneumotomi|0292
|Pnom|0292
|Pnom Penh|0292
|Pnyx|0292
|Po|0292
|Poa|0292
|Pobjedonoszef, Konstantin|0292-0293
|Poccetti, Bernadino Barbatelli|0293
|Pocci, Franz|0293
|Poche (se Krinoline)|0293
|Poche (d. s. s. Pochette)|0293
|pocheret Æg|0293
|Pochette|0293
|Pochwalski, Kasimir|0293
|Pococke, Edward og Edward|0293
|Pococke, Richard|0293-0294
|Podagra|0294
|Podaleirios|0294
|Podarge|0294
|Podbielski, Eugen Anton Theophil|0294
|Podbielski, Viktor v.|0294
|Podebask|0294
|Podebusk, Henning|0294
|Podejord|0294
|Podesta|0294-0295
|Podetium|0295
|Podevoks|0295
|Podex|0295
|Podgorica|0295
|Podgorze|0295
|Podhajce|0295
|Podiceps, Podicipes|0295
|Podiebrad, Georg|0295
|Podisoma|0295
|Podium|0295
|Podkumok|0295
|Podlipská, Sofie|0295-0296
|Podning|0296
|Podocarpus|0296
|Podocnemis|0296
|Podofyllin|0296
|Podolatri|0296
|Podolepis|0296
|Podolien|0296
|Podolit|0296
|Podolsk|0296
|Podophthalmata|0296
|Podophyllum|0296-0297
|Podrinje|0297
|Podura, Poduridæ|0297
|Poë|0297
|Poe, Edgar Allan|0297-0298
|Poel|0298
|Poel, Egbert Lievensz van der|0298
|Poelaert, Joseph|0298
|Poelenburgh, Cornelis van|0298
|Poem|0298
|Poephaga|0298
|Poerio, Alessandro|0298
|Poerio, Carlo|0298
|Poesi|0298
|Poestion, Josef Calasanz|0299
|Poet|0299
|poeta laureatus|0299
|poetice et eleganter|0299
|Poetik|0299
|Pogge, Paul|0299
|Poggenbeek, George Jan Hendrik|0299
|Poggendorff, Johann Christian|0299
|Poggibonsi|0299
|Poggio Bracciolini, Francesco|0299-0300
|Pogodin, Michail Petrovitsch|0300
|Pogone|0300
|Pogostemon|0300
|Pogrom|0300
|Pogson, Norman Robert|0300-0301
|Pogytsha|0301
|Pohl, Karl Ferdinand|0301
|Pohl, Max|0301
|Pohl, Richard|0301
|Pohle, Friedrich Leon|0301
|Poias|0301
|Pois de marc|0301
|Poikile Stoa|0301
|poilu|0301
|Poincaré, Jules Henri|0301-0302
|Poincaré, Raymond|0302-0304
|Poinçon|0304
|Poine|0304
|Poinsettia|0304
|Poinsot, Louis|0304
|Point|0304
|Point|0304-0305
|point d'argent, point de Suisses|0305
|Pointbroderi|0305
|Point coupé|0305
|Point de Dresde|0305
|Point de Galle|0305
|point de vue|0305
|point d'honneur|0305
|Point du Jour|0305
|Pointe|0305
|Pointe à Pitre|0305
|Pointelin, Auguste Emmanuel|0305
|Pointer|0305
|pointere|0305
|Pointillisme|0305
|Points|0305
|Points douloureux|0305
|Poiré, Emanuel|0305-0306
|Poise, Jean Alexandre Ferdinand|0306
|Poisson, Siméon Denis|0306
|Poissy|0306
|Poitevin, Alphons Louis|0306
|Poitiers|0306
|Poitou|0306-0307
|Pojanghu|0307
|Pokal|0307
|Poker|0307-0308
|Pokkenholt|0308
|Pokrov|0308
|pokulere|0308
|Pol (se Poler)|0308
|Pol (mat.)|0308
|Pol, Wincenty|0308-0309
|Pola|0309
|Polacca|0309
|Polak|0309
|Polakker|0309
|Polakre|0309
|Polar|0309
|Polarbaand|0309
|Polarbredde|0309
|Polarcirkel|0309
|Polardyr|0309-0310
|Polarekspeditioner|0310
|Polar-Eskimoer|0310
|Polarfronten|0310-0311
|Polarhav|0311
|Polarimeter|0311
|Polaris|0311
|Polarisation, Lysets|0311-0317
|Polarisation, elektrisk|0317
|Polarisationsapparater|0317-0319
|Polarisationsbatteri|0319
|Polarisationsmikroskop|0319
|Polarisationsstrøm|0319
|Polarisator|0319
|Polariskop|0319
|Polarkoordinater|0319
|Polarkreds|0319
|Polarkurve|0319
|Polarlande|0319
|Polarlom|0319
|Polarlyset|0319-0323
|Polarokse|0323
|Polarplan|0323
|Polarræv|0323
|Polarstjernen|0323
|Polarstrøm|0323
|Polartorsk|0323
|Polartrekant|0324
|Pol de Mont, Karel Maria|0324
|Polder|0324
|Poldhu|0324
|Poldistance|0324
|pole|0324
|Pole, Reginald|0324
|Polemarchos|0324-0325
|Polemast|0325
|Polemik|0325
|polemisk|0325
|Polemoniaceæ|0325
|Polemonium|0325
|polemos|0325
|Polen|0325
|Polen (Naturforhold)|0325
|Polemast|0325
|Polemik|0325
|polemisk|0325
|Polemoniaceæ|0325
|Polemonium|0325
|polemos|0325
|Polen|0325
|Polen (Naturforhold)|0325-0330
|Polen (Klima)|0330
|Polen (Plante- og Dyreverden)|0330-0331
|Polen (Befolkningsforhold)|0331-0333
|Polen (Statsforfatning og -forvaltning)|0333
|Polen (Finansvæsen)|0333
|Polen (Næringsveje)|0333-0335
|Polen (Industri)|0335-0336
|Polen (Handel og Skibsfart)|0336
|Polen (Kirke- og Undervisningsvæsen)|0336-0337
|Polen (Mønt, Maal og Vægt)|0337
|Polen (Litteratur til Ovenstaaende Afsnit)|0337
|Polen (Hær og Flaade)|0337-0338
|Polen (Sprog)|0338-0339
|Polen (Litteratur)|0339-0350
|Polen (Historie)|0350-0367
|Polenta|0367
|Polenz, Wilhelm v.|0367
|Poler|0367
|Poleral|0367
|polere|0367
|Polerer|0367
|Polerfil|0367
|Polering|0367
|Polermaskine|0367
|Polenta|0367
|Polenz, Wilhelm v.|0367
|Poler|0367
|Poleral|0367
|polere|0367
|Polerer|0367
|Polerfil|0367
|Polering|0367
|Polermaskine|0367-0368
|Polerpulver|0368
|Polerrødt|0368
|Polerskifer|0368
|Polerskive|0368
|Polerstaal|0368
|Polersten|0368
|Polertromle|0368
|Polertønde|0368
|Polervand|0368
|Polervoks eller Bonevoks|0368
|Polesella|0368
|Polevoj, Nikolaj Aleksejevitsch|0368
|Polezhajev, Aleksander Ivanovitsch|0368-0369
|Polhem, Christopher|0369
|Polhøjde|0369-0372
|Polianit|0372
|Polianthes|0372
|Polias|0372
|Policastro|0372
|Policastro-Bugten|0372
|Police|0372
|Polichinel|0372-0373
|Polignac, Melchior de, Jules de og Jules|0373
|Polignano|0373
|Poligny|0373
|Poliklinik|0373
|Poliment|0373
|Polinjer|0374
|Polinos|0374
|Polioencephalitis|0374
|Poliomyelitis|0374
|Poliorketes|0374
|Polisning|0374
|Polistena|0374
|Polistes|0374
|Politi|0374-0375
|Politiagent|0375
|Politiassessor|0375
|Politiassistent|0375
|Politibetjent|0375
|Politidirektør|0375
|Politiefterretninger, Danske|0375
|Politifiskal|0375-0376
|Politiforseelse|0376
|Politihunde|0376
|Politiinspektør|0376
|Politik|0376
|Politikammer|0376
|Politikasse|0376
|Politiken|0376-0377
|Politikerne|0377
|Politikonstabel|0377
|Politikorps|0377
|Politikreds|0377
|Politikølle|0377
|Politimester|0377
|Politi- og Kommercekollegium|0377
|Politiopsigt|0377
|Politiraad|0377-0378
|Politiret|0378
|Politisager|0378
|politiske Forbrydelser|0378
|politiske Kandestøberier|0378
|politiske Rettigheder|0378
|politiske Vers|0378
|Politiskilt|0379
|politisk Ligevægt|0379
|politisk Økonomi|0379
|Politispion|0379
|Politistat|0379
|Politistav|0379
|Polititeknik|0379-0380
|Polititelegraf|0380
|Polititilhold|0380
|Politivedtægt|0380-0381
|Politur|0381
|Politurlister|0381
|Politzer, Adam|0381
|Polivka, Jiři|0381
|Poliziano, Angelo|0381
|Polizzi Generosa|0381
|Poljakov, Ivan Semenovitsch|0382
|Poljessje|0382
|Polk, James Knox|0382
|Polka|0382
|Polkapapir|0382
|Polko, Elise|0382
|Polkæde|0382
|Polla|0382
|Pollajuolo, Antonio del|0382-0383
|Pollakiuri|0383
|Pollegeme|0383
|Pollen|0383
|Pollenregn|0383
|Pollensa|0383
|Pollentia|0383
|Pollentælling|0383
|pollex|0383
|pollice verso|0383
|Pollicitation|0383
|Pollini, Bernhard|0383
|Pollinie|0383
|Pollino, Mt|0383
|Pollio, Gajus Asinius|0383
|Pollock, Frederick|0383
|Pollok, Robert|0383
|Pollokshaws|0383
|Pollution|0384
|Pollux (se Dioskurer)|0384
|Pollux (Mineral)|0384
|Pollux, Julius|0384
|Polmak|0384
|Polo, G.|0384
|Polo (Boldspil)|0384-0385
|Polo, Marco|0385
|Polonceau, Antoine Remi og Jean Barthelémy Camille|0385
|Polonia|0385
|Polonium|0385
|Polonskij, Jakov Petrovitsch|0385
|Polonæse|0385-0386
|Polotsk|0386
|Pols, Meinardus Siderius|0386
|Polska|0386
|Polske Legion|0386
|Polske Tronfølgekrig|0386
|Polskpas|0386-0387
|polsk Rigsdag|0387
|polsk Vibe|0387
|Polspænding|0387
|Poltava|0387
|Polterabend|0387
|Poltoraz|0387
|Poltron|0387
|Polupud|0387
|Poly-|0387
|Polyactinia|0387
|Polyadelfit|0387
|Polyainos|0387
|Polyandri|0387-0388
|Polyandria|0388
|Polyargit|0388
|Polyargyrit|0388
|Polyarki|0388
|Polyarthritis|0388
|Polybasit|0388
|Polybios|0388-0389
|Polyborinæ|0389
|Polyborus|0389
|Polycarpicæ|0389
|Polycarpus|0389
|Polychroit|0389
|Polychæter|0389
|Polyclinidæ|0389
|Polycythæmia|0389
|Polycytæmi|0389
|Polydaktyli|0389
|Polydamas|0389
|Polydesmus|0389
|Polydeukes|0389
|Polydipsi|0389
|Polydor|0389
|Polydoros (Kunstner)|0389
|Polydoros (yngste Søn af Priamos og Laothoë)|0389
|Polydymit|0389
|Polyeder|0389-0390
|Polyedertal|0390
|Polyembryoni|0390
|Polyergus|0390
|Polyfagi (abnorm stor Appetit)|0390
|Polyfagi (Snylters ernæring)|0390
|Polyfemos|0390
|polyfon|0390
|Polyfylli|0390
|Polygala|0390
|Polygalaceæ|0390
|polygam|0390
|Polygami|0390-0391
|polygen|0391
|Polyglobuli|0391
|Polyglotte|0391
|Polygnotos|0391-0392
|Polygon eller Mangekant|0392
|Polygonaceæ|0392
|Polygonalbefæstning|0392
|Polygonales|0392
|Polygonatum|0392
