# salmonsen/2/19/Articles.lst
#
index|Titel og indhold|0003 0005
|Prince Albert|0577
|Prince Edward's Ø|0577-0578
|Princemetal|0578
|Prince of Wales Kap|0578
|Prince of Wales Øerne|0578
|princeps|0578
|Prince Regent Inlet|0578
|Prince-Smith, John|0578
|Princeton|0578
|Princip|0578
|Princip, Gavrido|0578
|Principal (Husherre)|0578
|Principal (i Orgelet)|0578
|Principalsnit|0578
|Principalstemme|0578
|Principat|0578
|principatus|0578
|Principe, Ilha do|0578-0579
|Principes|0579
|Principia|0579
|principiel|0579
|principiis obsta|0579
|Prinet, René Xavier|0579
|Pringsheim, Nathanael|0579
|Prinkipo|0579
|Prins|0579
|Prins, Adolphe|0579-0580
|Prins, Ary|0580
|Prins af Wales|0580
|Prins Christian's Sund|0580
|Prins Edvard's Ø|0580
|Prinsens Palæ|0580
|Prinsens Ø|0580
|Prinsep, Valentine Cameron|0580
|Prinsepske Legeringer|0580
|Prinsesse|0580
|Prinsessebønne|0580
|Prinsessestyr|0580
|Prinseøerne, Kizil Adalar|0580
|Prins Patrick's Ø|0581
|Prinsregentens Sund|0581
|Prinsterer|0581
|Printz, Hans Christian|0581
|Printz, Wolfgang Caspar|0581
|Printzensköld, Johan|0581
|Prionodon|0581
|Prior|0581
|Prior, Daniel Christian|0581
|Prior, Laurits Terpager|0581
|Prior, Matthew|0581
|priora|0581
|Priorat|0582
|priori|0582
|Priorinde|0582
|Prioritet|0582
|Prioritetsobligation|0582
|prior tempore, potior jure|0582
|Pripet|0582
|Prischtina|0582
|Priscianus|0582
|Priscilla|0582
|Priscillianus|0582
|Prise|0582
|prise (Søv.)|0582
|Prisedomstol|0582-0584
|Priser|0584-0587
|Priseret|0587
|Prisforandringer|0587-0588
|Prisformel|0588
|Prisgivelse af Hjælpeløse|0588
|Prisindekstabeller|0588
|Priskurant|0588
|prismatisk|0588
|Prismatoide|0588
|Prisme|0588-0589
|Prismeastrolabiet|0589
|Prismecirkel|0589
|Prismedrejebænk|0589
|Prismekikkert|0589-0590
|Prismestyrke|0590
|Prisreguleringskommissionen|0590
|Prisren|0590
|Prisse d'Avennes, E.|0590
|Pristal|0590
|Pristina|0590
|Pristiophorus|0590
|Pristis|0590
|Pristiurus|0590
|Prisudregningsvægt|0590
|Pritchard, Charles|0590
|Pritchardia|0590
|Pṛithivi|0590
|Pṛithu|0590
|Prittwitz, Karl Ludwig Wilhelm Ernst von|0590
|Prittwitz und Gaffron, Max von|0591
|Pritzwalk|0591
|Privas|0591
|privat|0591
|Privatbaner|0591
|Privatbanken i Kjøbenhavn|0591
|Privatdocent|0591
|private bills|0591
|Privatejendom|0591
|private Politisager|0591
|private Sager|0591
|private Straffesager|0591-0592
|Privatier|0592
|privatim|0592
|privatisere|0592
|privatissime|0592
|Privatist|0592
|Privat-Livemont|0592
|Privatlivets Fred|0592
|Privatpræceptor|0592
|Privatret|0592
|Privitskov|0592
|Privatvogn|0592
|Privet|0592
|privilegeret Fordring|0592
|Privilegium|0592-0593
|Privilegium fori|0593
|Privy Council|0593
|Prizrendi|0593
|Prizzi|0593
|pro|0593
|pro aris et focis|0593
|pro arrha|0593
|probabel|0593
|Probabilisme|0593
|Probabilitetsberegning|0593
|probat|0593
|Probation|0593
|Probatorium|0593
|probatum est|0593
|Probenreuter|0593
|Proberglas|0593
|Probering|0593-0594
|Probermester|0594
|Probernaale|0594
|Proberskive|0594
|Probersten|0594
|Probitet|0594
|Problem|0594
|problematisk|0594
|problematiske Naturer|0594
|Probolinggo|0594
|Proboscidea|0594
|Probsthayn, Carl David|0594
|Probus, Marcus Aurelius|0594
|Probus, Marcus Valerius|0594
|Procaccini|0594
|procedere|0594
|Procedure|0594
|Proceleusmaticus|0594
|Procellaria|0594
|Procent|0594-0595
|Procentmetode|0595
|proceres|0595
|Proces|0595
|Proces, kemisk|0595-0596
|Procesfællesskab|0596
|Proceskommission|0596
|Procesomkostninger|0596
|Procession|0596
|Processionsspinder|0596
|processuelle Straffe|0596-0597
|Processus vermiformis|0597
|Procesunderretning|0597
|proces verbal|0597
|Procharisterier|0597
|Procházka, Rudolf|0597
|Procida|0597
|Procla|0597
|pro continuatione|0597
|Procopé, Hjalmar Fredrik Eugen|0597
|pro copia|0597
|Procopius|0597
|Procrustes|0597
|Procter, Bryan Walter og Adelaide Anne|0597-0598
|Proctitis|0598
|Proctor, A. Phimister|0598
|Proctor, Richard Anthony|0598
|Proctotrypidæ|0598
|procul a Jove procul a fulmine|0598
|procul este profani|0598
|procul negotiis|0598
|Procyon (se Halvbjørne)|0598
|Procyon (Stjerne)|0598
|Prod'homme, Jacques Gabriel|0598
|Prodigalitetserklæring|0598
|Prodigium|0598
|Prodikos fra Keos|0598
|pro domo|0598
|Prodomos|0598
|Prodrom|0598
|Prodsbolt|0598
|prodse|0598
|producere|0598
|produce stakes|0598
|Productus|0598-0599
|Produkt (se producere)|0599
|Produkt (Matematik)|0599
|Produktion|0599-0601
|Produktionsafgifter|0601
|Produktionsforeninger|0601-0602
|Produktionsomkostninger|0602
|Produktionsskatter|0602
|Produktionsudbytte|0602
|produktiv|0602
|Produktivitet|0602
|Produktlære|0602
|pro ecclesia et pontifice|0602
|Proedri|0602
|Proerosia|0602
|pro et contra|0602
|profan|0602
|profanum vulgus|0602
|Profés|0602
|Professi|0602
|professio fldei Tridentinæ|0602
|Profession|0602
|Professional|0602-0603
|professionel|0603
|Professor|0603
|Profet|0603-0605
|profetere|0605
|Profeti|0605
|Profil|0605
|Profil (i Arkitektur og Kunsthaandværk)|0605-0606
|Profil (Omridsform)|0606
|Profil (geol.)|0606
|Profiljern|0606
|Profiltraad|0606
|Profit|0607
|profit sharing|0607
|Proflavin|0607
|Profluvia|0607
|pro forma|0607
|Profos|0607
|profus|0607
|pro futuro|0607
|Profylaksis|0607
|progenæus|0607
|prognath|0607
|Prognose|0607
|Prognostikon|0607
|Program|0607
|Programmusik|0607-0608
|Progreso|0608
|Progression (i Matematikken)|0608
|Progression (i Skattelæren)|0608
|Progressister|0608
|progressiv|0608
|progressiv Paralyse eller Parese|0608
|Progressivskat|0608
|Progressivsystem|0608
|Progymnasmata|0608
|prohibere|0608
|prohibitiv|0608
|Prohibitivpaategning|0608
|Prohibitivsystem|0608
|Prohner Wiek|0608
|Proitos|0608-0609
|Projekt|0609
|Projektil|0609-0613
|Projektilbane|0613-0614
|Projektion|0614
|Projektion|0614
|Projektionsapparat|0614
|Projektionstegning|0614
|Projektivgeometri|0614
|projektiv Metrik|0614-0615
|Projektor|0615
|Projektør|0615-0619
|Prokambiumstreng|0619
|Prokansler|0619
|Prokatalepsis|0619
|Prokeleusmatikos|0619
|Prokesch v. Osten, Anton|0619-0620
|Proklama|0620
|Proklamation|0620
|proklamere|0620
|Prokles|0620
|proklitisk|0620
|Proklorit|0620
|Proklos|0620
|Prokne|0620
|Prokonnesus|0620
|Prokonsul|0620
|Prokop|0620-0621
|Prokopios|0621
|Prokoviev, Serge|0621
|prokreere|0621
|Prokris|0621
|Prokrustes|0621
|Prokt-|0621
|Proktoskop|0621
|Prokulianer|0621
|Prokuplje|0621
|Prokura|0621-0622
|Prokuraendossement|0622
|Prokuratier|0622
|Prokuration|0622
|Prokurator (Klæpaal)|0622
|Prokurator|0622
|Prokurist|0622
|Prokurør|0622
|Prokyon|0622
|Prolapsus|0622
|Prolatio|0622
|Prolegomena|0622
|Prolepsis|0622
|proleptisk|0622
|Proletar (se Proletarii)|0622
|Proletarii|0622
|pro libito|0622
|pro licentia|0622
|Proliferation|0622
|Prolifikation|0622-0623
|pro loco|0623
|Prolog|0623
|Prolongation|0623
|Prolongationsforretning|0623
|Prolongationspræmie|0623
|Prolongationsveksel|0623
|prolongere|0623
|Prom, Jacob|0623-0624
|Promachos (Pallas Athene)|0624
|Promachos 8Søn af Aison)|0624
|Prome|0624
|Promegatherium|0624
|pro memoria|0624
|Promenade|0624
|Promenadedæk|0624
|Promesse|0624
|Promesseforretning|0624
|Prometheus|0624-0625
|pro mille|0625
|Promillegebyr|0625
|Promis, Carlo|0625
|Promiskuitet|0625
|promissorisk Ed|0625
|promittere|0625
|Promontorium|0625
|pro mortuo|0625
|Promotion|0625
|Promotoriales|0625
|promovere|0625
|prompt|0625
|Promulgation|0625-0626
|promulgere|0626
|pro mundo|0626
|Promycelium (Promykelium)|0626
|Promylodon|0626
|Pronaos|0626
|Pronation|0626
|pro nihilo|0626
|Pronnoi|0626
|Pronomen|0626
|Pronominalbøjning|0626
|Pronomination|0626
|prononcere|0626
|Pronsk|0626
|Pronuba|0626
|Pronunciamento|0626
|Pronuntiation|0626
|Propaganda|0626
|Propagation|0627
|Propagation|0627
|Propan|0627
|Propargylsyre|0627
|Proparoxytonon|0627
|pro patria|0627
|Propeller|0627
|Propemptikon|0627
|Propepton|0627
|proper|0627
|Properispomenon|0627
|pro persona|0627
|Propertius, Sextus|0627
|Propheter, Otto|0627
|Propiolsyre|0627
|Propionaldehyd|0627
|Propionsyre|0627
|Propithecus|0627
|Proponal|0627
|proponere|0627
|Propontis|0627
|Proportion (mat.)|0627-0628
|Proportion (i Bygningskunsten)|0628-0630
|proportional|0630
|proportionaliter|0630
|Proportionalitetsgrænse|0630
|proportioneret|0630
|propos|0630
|propositio major og minor|0630
|Proposition (Forslag)|0630
|Proposition (politisk)|0630
|Proposition (i Væddeløb)|0630
|propositum|0630
|Proposta|0630
|Proppemaskiner|0630
|Propper|0630
|Proprehandel|0630
|Propria|0630
|propria auctoritate|0630
|propria causa|0630
|propria manu|0630
|proprie|0630
|Proprietarius|0630
|Proprietet|0630
|Proprietær|0630
|pro primo|0630
|proprio Marte|0630
|proprio motu|0630
|Proprium|0630
|Proprætor|0630
|Propulsion|0630
|Propyl|0630
|Propylaldehyd|0630
|Propylalkohol|0630-0631
|Propylamin|0631
|Propylbrinte|0631
|Propylit|0631
|Propylæerne|0631
|Propædeutik|0631
|pro rata|0631
|Prorektor|0631
|Prorocentraceæ|0631
|Prorogation|0631
|Prorogation|0631
|prorogere|0631
|Prosa|0631
|Proscenium|0631
|Prosch, Ferdinand Victor Alphonse|0631-0632
|Prosektor|0632
|Proselyt|0632
|Prosenkymcelle|0632
|Prosenkymskede|0632
|Proserpina|0632
|Prosimiæ|0632
|Prosit|0632
|Proske, Carl|0632
|proskribere|0632
|Proskription|0632
|Proskurov|0632
|Prosna|0632
|Prosobranchia|0632-0634
|Prosobranchiata|0634
|Prosodi|0634-0635
|Prosodion|0635
|Prosopalgi|0635
|Prosopis|0635
|Prosopit|0635
|Prosoplegi|0635
|Prosopope|0635
|Prosospasme|0635
|Prospekt|0635
|Prostafairesis|0635
|Prostas|0635
|Prostata|0635
|Prostatasygdomme|0635
|Prostejov|0635
|prosternere|0635
|prostituere|0635
|Prostitution|0635-0637
|Prostration|0637
|Prostylos|0637
|Prosznitz|0637
|Protagon|0637-0638
|Prot, Proto|0638
|Protagonist|0638
|Protagoras fra Abdera|0638
|Protais, Paul Alexandre|0638
|Protaktinium|0638
|Protalbinpapir|0638
|Protaminer|0638
|Protargol|0638
|Protea|0638
|Proteaceæ|0638-0639
|Protectorium|0639
|Protégé|0639
|protegere|0639
|Proteider|0639
|Proteidæ|0639
|Proteiner|0639
|Proteinkorn|0639
|Proteinstoffer|0639
|Protektion|0639
|Protektionismen|0639-0642
|Protektionister|0642
|Protektor|0642-0643
|Protektorat|0643
|Proteles|0643
|pro tempore|0643
|Proteolyse|0643
|Proteoser|0643-0644
|Proterandri|0644
|Proterobas|0644
|Proteroglypha|0644
|Proterogyni|0644
|proterozoiske Gruppe|0644
|Protese|0644
|Protesilaos|0644-0645
|Protest|0645
|Protest|0645
|Protest|0645
|Protestanter|0645
|Protestantforening|0645
|protestantisk-biskoppelig Kirke|0645
|protestantisk Union|0645-0646
|Protestantisme|0646-0647
|protestere|0647
|Proteus|0647-0648
|Proteus|0648
|Protevangelium|0648
|Protevangelium Jacobi|0648
|Prothallium|0648
|Protister|0648
|Protium|0648
|Protobasidiomycetes|0648
|Protocerci|0648
|Protococcaceæ, Protococcales|0648
|Protoflorideæ|0648
|Protogenes|0648-0649
|Protogin ell. Protogingranit|0649
|Protohadrom|0649
|protohistorisk Tid|0649
|Protokatechusyre|0649
|Protokol|0649
|Protokolfører|0649
|Protokolkomiteen|0649
|Protokolsekretær|0649
|Protoleptom|0649
|Protomyces|0649-0650
|Proton|0650
|Protonema|0650
|Protoplasma|0650
|Protoplaster|0650
|Protopope|0650
|Protopterus|0650
|Protopyramider, -prismer|0650
|Protorenaissance|0650
|Prototyp|0650
|Prototype|0650
|prototypisk|0650
|Protozoa ell. Urdyr|0650-0651
|Protracheata|0651
|Protuberanser|0651
|Proudhon, Pierre Joseph|0651-0652
|Proust, Antonin|0652
|Proust, Joseph Louis|0652-0653
|Proust, Marcel|0653
|Proustit|0653
|Prout, Ebenezer|0653
|Prout, Samuel|0653
|Prout, William|0653-0654
|Provadija|0654
|provectiores|0654
|provençalsk Litteratur|0654-0656
|provençalsk Sprog|0656-0657
|Provence|0657-0658
|Provenceolie|0658
|Provencerose|0658
|Proventivknop|0658
|Provenu|0658
|pro vera copia|0658
|Proverbes|0658
|Proviant|0658
|Proviantgaarden|0658
|Providence|0658
|Providence-Øer|0658
|Providencia|0658
|Provideringskommissionen|0658
|Provincetown|0658
|Provincial|0658-0659
|Provins|0659
|Provins (i Preussen)|0659
|Provins (By i Frankrig)|0659
|Provins (se Kirkeprovins)|0659
|Provinsialisme|0659
|Provinsiallanddag|0659
|Provinsiallove|0659
|Provinsialstænder|0659-0660
|Provinsialudvalg|0660
|provinsiel|0660
|Provinskoncilium|0660
|Provinssynode|0660
|pro virili|0660
|Provision|0660
|Provisionalordonnance|0660
|Provisor|0660
|provisorisk|0660
|provisorisk Befæstning|0660
|provisoriske Love|0660-0661
|Provisorium|0661
|Proviverra|0661
|Provo|0661
|provocere|0661
|Provokation|0661
|Provokation (processuelt)|0661
|provokatorisk|0661
|Provost, Jan|0661
|Provost, Jean Baptiste François|0661-0662
|Provst|0662
|Provstemode|0662
|Provsteret|0662
|Provsti|0662
|Provstiudvalg|0662
|Prowe, Leopold Friedrich|0663
|Proxeni|0663
|proximus|0663
|Prshevalsk|0663
|Prshevalskij, Nikolaj|0663
|prude|0663
|Prudentius, Aurelius P. Clemens|0663
|Prud'homme|0663
|Prudhomme|0663
|Prudhon, Pierre Paul|0663-0664
|Prume, François Hubert|0664
|Prune pure|0664
|Prunières, Henri|0664
|Pruntrut|0664
|Prunus|0664-0665
|Prurigo|0665-0666
|Pruritus|0666
|Prus, B.|0666
|Prusa|0666
|Prusias|0666
|Pruteniske Tavler|0666
|Pruth|0666
|Prutz, Robert Eduard|0666
|Pruyssenaere, Eugène Ed. Jacques Marie de|0666-0667
|pryde|0667
|Prydkaal|0667
|Prydz, Alvilde|0667
|Prüfer, Arthur|0667
|Pryglestraf|0667
|Pryne|0667
|Prynne, William|0667
|Prytaneion|0667
|Prytanere|0667
|Prytz, Carl Vilhelm|0667-0668
|Prytz, Emanuel|0668
|Prytz, Holger|0668
|Prytz, Peter Kristian|0668-0669
|Prytz, Torolf|0669
|Przasnysz|0669
|Przemyśl|0669
|Przesmycki, Zenon|0669
|Przevalskij|0669
|Przevalskij's Hest|0669
|Przibram|0669
|Przibram, Hans|0669
|Przybyszewski, Stanisław|0669-0670
|Præadamitter|0670
|Præambel|0670
|Præambel (folkeretlig)|0670
|Præbenda|0670
|Præcedens|0670
|præceptiv|0670
|Præceptor|0670
|Præcession|0670-0671
|Præceteris|0672
|Præcipitat|0672
|Præcipitation|0672
|Præcipitatsalve|0672
|Præcipitin|0672
|præcis|0672
|Præcision|0672
|Præcisionsmaal|0672-0673
|Præcisionsrør|0673
|Præcisionsstyring|0673
|Præcisionsvaaben|0673
|Præcisionsvægt|0673
|Prædestination|0673-0674
|Prædialservitutter|0674
|prædicere|0674
|Prædikament|0674
|Prædikant|0674
|Prædikat|0674
|Prædikativ|0674
|Prædiken|0674
|Prædikerens Bog|0674
|Prædikestol|0674-0677
|Prædikesyge|0677
|prædisponere|0677
|Prædisposition|0677
|prædominere|0677
|Præeksistens|0677-0678
|Præfekt (hos Romerne)|0678
|Præfekt (i Frankrig)|0678
|Præfektur|0678
|Præfekturraad|0679
|Præfektursystem|0679
|Præferenceaktie|0679
|præferere|0679
|Præfiks|0679
|Präger, Ferdinand Christian Wilhelm|0679
|præglacial|0679
|prægnant|0679
|Prægning|0679
|Præhistorie|0679
|præhistorisk Arkæologi|0679
|Præjudice|0679
|præjudicere|0679
|Præjudicium|0679
|Præjudikat|0679
|Præklusion|0679
|Prækonisation|0679
|Prækordial-Angst|0679
|Prækordiet|0679
|prækos|0679
|Prælat|0679-0680
|Præliminæreksamen|0680
|Præliminærer|0680
|Præludium|0680
|præmenstruel|0680
|Præmie|0680
|Præmie (i Forsikring)|0680
|Præmieobligation|0680
|Præmiepløjning|0680
|præmiere|0680
|Præmiereserve|0680
|Præmiesystemer|0680-0681
|Præmis|0681
|Præmisser|0681
|Præmolarer|0681
|Præmonstratenserordenen|0681
|præmortel|0681
|Præneste|0681
|prænumerando|0681
|Prænumeration|0681
|Prænumerationskøb|0681
|prænumerere|0681
|Præpalataler|0681
|Præparand|0681
|Præparat|0681
|præparere|0681
|Præparersalt|0682
|Præposition|0682
|Præputium|0682
|Prærafaëlitter|0682-0683
|Præri|0683
|Præriantilope|0683
|Prærihund|0683
|Prærihøns|0683
|Prærogativ|0683
|præscriptio|0683
|Præsenilitet|0683
|Præsens|0683
|præsent|0683
|Præsentation|0683
|Præsentationspapir|0683
|præsentere|0683
|Præsepe|0683
|Præservativ|0683
|præservere|0684
|Præses|0684
|Præsident|0684
|Præsidentskab|0684
|præsidere|0684
|Præsidium|0684
|Præskription|0684
|Præst|0684
|Præst (jur.)|0684
|Præstant|0684
|Præsteattester|0684-0685
|Præstebakke|0685
|Præstebjerg Rev|0685
|Præstedragt|0685
|Præsteflynder|0685
|Præstegaarde|0685-0686
|Præstegaardsfondet|0687
|Præstegaardskonsulent|0687
|Præstegæld|0687
|Præstekonvent|0687
|Præstekrave|0687
|Præstekraver|0687-0688
|Præstelus|0688
|Præstelønningskasse|0688
|Præstepenge|0688
|præstere|0688
|Præsteseminarium|0688
|Præstestand|0688-0690
|Præstesyge|0690
|Præstevalg|0690
|Præstevielse|0690
|Præstø|0690-0692
|Præstø Amt|0692-0693
|Præstø Bugt|0693
|Præsumtion|0693
|præsumtiv|0693
|Prætekst|0693
|Prætendent|0693
|prætendere|0693
|prætentiøs|0693
|præterea censeo|0693
|præteritopræsentiske Verber|0693
|Præteritum|0693
|præter propter|0693
|prætexta|0693
|Prätigau|0693
|Prætor|0693-0694
|Prætoria|0694
|Prætorianere|0694
|prætorisk Edikt|0694
|prætorisk Ret|0694
|Prätorius, Hieronymus og Jacob og Michael|0694
|Prætur|0694
|prævalere|0694
|Prævarikation|0694
|prævenere|0694
|Prævention|0694
|Præventionskrav|0694-0695
|Præventionsteori|0695
|præventiv|0695
|Præventivakkord|0695
|præventive Midler|0695
|Pröhle, Heinrich Christoph Ferdinand|0695
|Prölsz, Karl Robert og Johannes|0695
|Prøve|0695
|Prøveaar|0695
|Prøvebelastning|0695
|Prøvebjælker|0695
|Prøveflade|0695
|Prøveguld|0695
|Prøvehandel|0695
|Prøvehane|0695-0696
|Prøvelegemer|0696
|Prøvemaskiner|0696
|Prøven|0696
|Prøveprokurator|0696
|Prøveskive|0696
|Prøvesten (d. s. s. Probersten)|0696
|Prøvesten (Søfort)|0696
|Prøvestens Vrag|0696
|Prøvesølv|0696
|Prøvetogt|0696
|Prøvetryk|0696
|Prøvetræ|0696
|P. S.|0696
|Psaligrafi|0696
|Psalliota|0696
|Psalme|0696
|Psalter|0696-0697
|Psametik|0697
|Psamma|0697
|Psammenitos|0697
|Psammetichos|0697
|Psammit|0697
|Psammom|0697
|Psammophis|0697
|Psara|0697
|Pschent|0697-0698
|Pschrevalskij|0698
|Psefisma|0698
|Psefit|0698
|Pselaphidæ|0698
|Psellos, Michael|0698
|Pseudarthrose|0698
|Pseudepigrafer|0698
|Pseudo-|0698
|Pseudoakonitin|0698
|Pseudobasilidianere|0698
|Pseudobrookit|0698-0699
|Pseudobulbærparalyse|0699
|Pseudocroup|0699
|Pseudodipteros|0699
|Pseudodoksi|0699
|pseudoelektriske Organer|0699
|Pseudofluktuation|0699
|Pseudogami|0699
|Pseudohermafroditisme|0699
|Pseudohypertrofi|0699
|Pseudo-Isidor|0699
|pseudoisidoriske Dekretaler|0699
|Pseudokrystaller|0699
|Pseudolarix|0699
|Pseudoleukæmi|0699
|Pseudologia phantastica|0699
|Pseudomalakit|0699
|Pseudomembran|0699-0700
|Pseudomeri|0700
|Pseudomonas|0700
|Pseudomorfoser|0700
|Pseudomucin|0700
|Pseudoneuroptera|0700
|Pseudonym|0700-0701
|Pseudonymitet|0701
|Pseudoparalyse|0701
|Pseudoparenkym|0701
|Pseudoperipteros|0701
|Pseudopetrefakter|0701
|Pseudopodier|0701
|Pseudoraphideæ|0701
|Pseudoscorpionider|0701
|Pseudosklerose|0701
|Pseudoskop|0701
|Pseudo-Smerdis|0701
|Pseudosuchiæ|0701
|Pseudotabes alcoholica|0701
|Pseudotsuga|0701-0702
|Pseudotumor cerebri|0702
|Pseudovivipari|0702
|Psidium|0702
|Psilander, Gustaf|0702
|Psiloi|0702
|Psilomelan|0702
|Psilonotus-Lag|0702
|Psiloriti|0702
|Psiol|0702
|Psittacus|0702
|Pskov|0702-0703
|Pskov Sø|0703
|Psoas|0703
|Psocidæ|0703
|Psophiidæ|0703
|Psoriasis|0703
|Psorofobi|0703
|Psyche|0703
|Psychodidæ|0703
|Psykagogos|0703
|Psykasteni|0703
|Psyke|0703-0704
|Psyke-Eventyret|0704
|Psykiater|0704
|Psykiatri|0704
|psykisk|0704
|psykisk Forskning|0704
|psykisk Kraft|0704
|Psykoanalyse|0704
|Psykodrama|0704
|Psykofysik|0704
|psykofysisk Parallellisme|0704
|Psykogenesis|0704
|psykogen Lidelse|0704
|Psykognosi|0704
|Psykograf|0704-0705
|Psykologi|0705-0707
|Psykologi, anvendt|0707-0708
|Psykologisme|0708
|Psykometri|0708
|psykomotoriske og psykosensoriske Centrer|0708
|Psykoneuroser|0708
|Psykonomik|0708
|Psykopannychi|0708
|Psykopati|0708
|Psykopatologi|0708
|Psykopompos|0708
|Psykose|0708
|Psykoteknik|0708-0709
|Psykoterapi|0709
|Psykrometer|0709
|Psylla, Psyllidæ|0709
|Psyllium|0709
|Psyra|0709
|Pszczyna|0709
|Pt.|0709
|P. t.|0709
|Ptah|0709
|Ptelea|0709
|Pteranodon|0709
|Pteraspis|0709
|Pterelaos|0709
|Pteria|0709
|Pterichthys|0709
|Pteridium|0709-0710
|Pteridophyta|0710
|Pteridospermeæ|0710
|Pteris|0710
|Pterocarpus|0710
|Pterocarya|0710
|Pterocles|0711
|Pterodactylus|0711
|Pteroglossus|0711
|Pteroïs|0711
|Pterolit|0711
|Pteromys|0711
|Pteron|0711
|Pterophoridæ|0711
|Pteropidæ|0711
|Pteropoder (Pteropoda)|0711
|Pteropodidæ|0711
|Pteropus|0711
|Pterosauria|0711
|Pterycombus brama|0711
|Pterygium|0711
|Pterylosis|0711
|Ptilidium|0711
|Ptilolit|0711
|Ptinus|0711
|Ptisane|0711
|Ptitsch|0711
|Ptolemaios|0711-0712
|Ptolemaios, Klaudios|0712-0715
|Ptolemaios Chennos|0715
|Ptolemais|0715
|Ptolemæer|0715
|ptolemæiske Læresætning|0715
|Ptolemæus|0715
|Ptomainer|0715
|Ptoon|0716
|Ptosis|0716
|Ptosis|0716
|Ptyalin|0716
|Ptyalisme|0716
|Ptychodus|0716
|Ptychogaster|0716
|Ptychozoon|0716
|Pubertet|0716
|Pubes|0716
|publica auctoritate|0716
|publicani|0716-0717
|publicatio bonorum|0717
|publicere|0717
|Publicist|0717
|Publicitet|0717
|Publicitetsprincippet|0717
|Public schools|0717
|publicum|0717
|Publikandum|0717
|Publikation|0717
|Publikum|0717
|Publilius|0717
|Publilius Syrus|0717
|p. u. c.|0717
|Puccinellia|0717
|Puccini, Giacomo|0717
|Puccinia|0718
|Pucciniastrum|0719
|Pucelle|0719
|Pucherit|0719
|Puchta, Georg Friedrich|0719
|Pud|0719
|Puddefjorden|0719
|Puddel|0719
|Puddeljern|0719
|Puddelstaal|0719-0720
|Pudder|0720
|Pudderfarver|0720
|Pudding|0720
|Puddinggranit|0720
|Puddingstone|0720
|Pude|0720
|Pudel|0720
|Pudicitia|0720
|Pudling|0720-0721
|Pudrette|0721
|Puds|0721
|pudse|0721
|Pudsemaskine|0721
|Pudsey|0721
|Pudsmejsel|0721
|Pudukota|0721
|Puebla|0721-0722
|Puebla de Don Fadrique|0722
|Puebla de Guzman|0722
|Puebla de los Angeles|0722
|Pueblo|0722
|Pueblo del Mar|0722
|Puebloindianere|0722
|Puech, Denys Pierre|0722
|Puelcher|0722-0723
|Puénte|0723
|Puente Nacional|0723
|pueril|0723
|Puerpera|0723
|Puerperalfeber|0723
|Puerto|0723
|Puerto Belo|0723
|Puerto Cabello|0723
|Puerto Colombia|0723
|Puerto Cortez|0723
|Puerto de Islay|0723
|Puerto de la Cruz|0723
|Puerto de la Libertad|0723
|Puerto de Santa Maria|0723
|Puerto la Mar|0723
|Puerto Mahon|0723
|Puerto Montt|0723
|Puerto Plata|0723
|Puerto Principe|0723
|Puerto Real|0723
|Puerto Rico|0723-0724
|Pufendorf, Esaias og Samuel|0724-0725
|Puffer|0725
|Puffert|0725
|Pugatschev, Jemeljan|0725
|Puge|0725
|Puget, Pierre|0725-0726
|Pugets Sund|0726
|Puggaard, Hans|0726
|Puggaard, Hans Christopher Wilhelm|0726
|pugillares|0726
|Pugin|0726
|Pugnani, Gaetano|0726
|Pugno, Raoul|0727
|Puisaye, Joseph Geneviève de|0727
|Puiseux, Pierre Henri|0727
|Puissortok|0727
|Puja|0727
|Pujol|0727
|Puke|0727-0728
|Pukkel|0728
|Pukkelhval|0728
|Pukkelkvæg|0728
|Pukkellæbe|0728
|Pukkelokse|0728
|pukkelrygget|0728
|Pukværk|0728
|Pulawara-Smør|0728
|Pulawy|0728
|Pulcheria, Ælia Augusta|0728
|Pulci|0728-0729
|Pulcinella|0729
|Pulex|0729
|Pulgada|0729
|Pulham|0729
|Pulicaria|0729
|Pulicinæ|0729
|Puligo|0729
|Pulje|0729
|Pulk|0729
|Pulkovo|0729
|Pulkovo's Meridian|0729
|pullarii|0729
|Pulle|0729
|Pullert|0730
|Pullman, George Mortimer|0730
|Pullman City|0730
|Pullman-Vogne|0730
|Pull-Motor|0730
|Pulmo|0730
|Pulmonaria|0730
|Pulmonata|0730
|Pulo Kondor|0730
|Pulo Laut|0730
|Puloma|0730
|Pulo-Penang|0730
|Pulo Tenga|0730
|Pulpa (se Fingre)|0730
|Pulpa (se Tænder)|0730
|Pulpa (bot.)|0730
|Pulpettraad|0730
|Pulpitis|0731
|Pulpitum|0731
|Pulpitur|0731
|Pulpwood|0731
|pulpøs|0731
|Pulque|0731
|Puls|0731-0732
|Pulsaare|0732
|Pulsaaresvulst|0732
|Pulsanter|0732
|Pulsatilla|0732
|pulse|0732
|pulsere|0732
|Pulshammer|0732
|Pulsion|0732
|Pulsionssystem|0732
|Pulsometer|0732
|Pulszky, Franz|0732
|Pult|0732
|Pultava|0732
|Pultost|0732
|Pultusk|0732-0733
|Pulver|0733
|Pulverisatør|0733
|pulverisere|0733
|pulvinar|0733
|Pulvis|0733
|Puma|0733-0734
|Pumpe|0734-0736
|Pumpe (Søv.)|0736
|Pumpedamper|0737
|Pumpemester|0737
|Pumpernickel|0737
|Pumpetræ|0737
|Pun|0737
