# salmonsen/2/9/Articles.lst
#
index|Titel og indhold|0001 0003
|Karneol|0634
|Karneval|0634
|Karnifikation|0634
|Karnis|0634
|Karniske Alper|0634
|karniske Etage|0634
|Karnos|0634
|Karnul|0634-0635
|Karnuter|0635
|karnøfle|0635
|Karo|0635
|Karobin|0635
|Karobtræ|0635
|Karolin|0635
|Karoline (et Slags Billardspil)|0635
|Karoline (Dronning af Storbritannien)|0635-0636
|Karoline Maria (Dronning af Neapel og Sicilien)|0636
|Karoline|0636
|Karoline Charlotte Mariane (dansk Kronprinsesse)|0636
|Karoline Amalie|0636-0637
|Karoline Mathilde (dansk Dronning)|0637-0638
|Karolinenthal|0638
|Karolinger|0638
|Karolinska medico-kirurgiska institutet|0638
|Karolinske Bøger|0638
|Károly|0638
|Károlyi, Aloys|0638
|Karosse|0638
|Karotte|0638
|Karpatherne|0639-0640
|Karpathersandsten|0640
|Karpatho|0640
|Karpe|0640-0641
|Karpeavl|0641
|Karpedam|0642
|Karpefisk|0642-0644
|Karpehold|0644
|Karpekarusse|0644
|Karpel|0644
|Karpelaks ell. Tropelaks|0644
|Karpeles, Gustav|0644-0645
|Karpelus|0645
|Karpenisi|0645
|Karperyg|0645
|Karpesten|0645
|Karpetaner|0645
|Karpetunge|0645
|Karpholit|0645
|Karpinski, Alexandri Petrovič|0645
|Karpinski, Franciszek|0645
|Karplanter|0645
|Karpo|0645
|Karpogonie|0645
|Karpokrates|0645
|Karpospore|0645
|Karr, Alphonse|0645-0646
|Karraghen|0646
|Karre (Køretøj)|0646
|Karre (Fægtningsformation)|0646
|Karrebæk Fjord|0646
|Karrebæksminde|0646
|Karremaskine|0646
|Karrenfelder|0646
|Karreplov|0646
|karreret|0646
|Karrhæ|0646
|Karri|0647
|Karriere|0647
|Karronade|0647
|Karrooformationen|0647
|Karrosse|0647
|Karrosseri|0647
|Karrossier|0647
|Karrusel|0647
|Kars (Provins)|0647
|Kars (By)|0647
|Karsch, Anna Louise|0648
|Karschuni|0648
|Karse|0648
|Karse, Indisk|0648
|Karshi|0648
|Karst|0648
|Karstdannelse|0648
|Karsten, Gustav Karl Wilhelm Hermann|0648
|Karsten, Karl Johann Bernhard|0648
|Karsten, Ludvig|0648-0649
|Karstfænomener|0649-0650
|Karstlandskab|0650
|Karstreng|0650
|Karstrengskede|0650
|Karsvulst|0650
|Kartalinien|0650
|Karte (Kartning)|0650-0651
|Karte (postal Benævnelse)|0651
|Kartebolle|0651
|Kartebollefamilien|0651
|Kartegilde|0652
|Kartel|0652-0653
|Kartelkonventioner|0653
|Kartemaskine|0653
|kartesianske Djævel|0653
|Karteusere|0653
|Karthago|0653-0658
|Karthli|0658
|Karthveler|0658-0659
|Kartoffel|0659-0660
|Kartoffelbille|0660
|Kartoffeldansk|0660
|Kartoffelfuselolie|0660
|Kartoffellæggere|0660-0661
|Kartoffelmel|0661
|Kartoffeloptagere|0661
|Kartoffelsago|0661
|Kartoffelsirup|0661
|Kartoffelskimmel|0661
|Kartoffelskrællemaskine|0661
|Kartoffelstivelse|0661
|Kartoffelsvamp|0661
|Kartoffelsygdomme|0661
|Kartoffeltysker.|0661
|Kartograf|0661
|Kartografi|0661
|Kartogram|0661
|Kartomanti|0661
|Kartometri|0662
|Karton|0662
|Kartonage|0662
|kartonere|0662
|Kartonpapir|0662
|Kartotek|0662
|Kartouche|0662-0663
|Kartove|0663
|Karttikeya|0663
|Kartum|0663
|Kartæske|0663
|Karun (Flod)|0663
|Karun (se Kerun)|0663
|Karunkel|0663
|Karup|0663
|Karup, Johannes Ferdinand Georg|0663
|Karup Aa ell. Skive Aa|0663-0664
|Karusse|0664
|Karvakrol|0664
|Karvar|0664
|Karve|0664
|Karvesnit|0664
|Karvestok|0664
|Karwendel-Bjergene|0664
|Karwin|0664
|Karyatider|0664-0666
|Karyocerit|0666
|Karyokinese|0666
|Karyolyse|0666
|Karyopilit|0666
|Karyorrhexis|0666
|Karystos|0666
|Karæer|0666
|Kasalinsk|0666
|Kasan|0666-0667
|Kasanlik|0667
|Kasba|0667
|Kasbek|0667
|Kasbin|0667
|Kaschau|0667
|kaschere|0667
|Kaschin|0667
|Kaschna|0667
|Kascholong|0667
|Kascoforsikring|0667
|Kasein|0667
|Kaseinfarver|0667
|Kaseinkalk|0667
|Kaseinkit|0667
|Kaseinmaleri|0667
|Kaseinpapir|0667
|Kaseking|0667
|Kasemat|0667
|Kasematskib|0668
|Kasembe|0668
|Kaserne|0668-0670
|Kasernearrest|0670
|Kaserneskib|0670
|Kashan|0670
|Kashgar|0670
|Kashmir (britisk Vasalstat)|0670-0672
|Kashmir (Uld)|0672
|Kashmiret|0672
|Kashmir-Sjal|0672
|Kashmir-Uld|0672
|Kâsi-asker|0672
|Kasider|0672
|Kasikumuk|0672
|Kasimir (se Kashmir)|0672
|Kasimir (se Gasimur)|0672
|Kasimir (polske Konger)|0672-0673
|Kasimov|0673
|Kasino|0673
|Kasion|0673
|Kaskade|0673
|Kaskadebjergene|0673
|Kaskarillebark|0673
|Kaskelot|0673-0674
|Kasket|0674
|Kaskoforsikring|0674
|Kaskø|0674-0675
|Kasos|0675
|Kaspiske Hav|0675-0676
|Kaspiske Port|0676
|Kasprowicz, Jan|0676
|Kasr-el-Kebir|0676
|Kasrun|0676
|Kassab|0676
|Kassaforretning|0676
|Kassai|0676
|Kassala|0676
|Kassandra|0676
|Kassandrabugten|0676
|Kassandros|0676-0677
|Kassation (milit. Retssprog)|0677
|Kassation (udygtig til Krigstjeneste)|0677
|Kassation (jur.)|0677
|Kassationsret|0677
|kassatorisk Klausul|0677
|Kassava|0677-0678
|Kasse|0678
|Kassebetjent|0678
|Kassebog|0678
|Kasseeftersyn|0678
|Kasseforordning|0678
|Kasseinspektør|0678
|Kassekommissær|0678
|Kassekontrolør|0678
|Kassekredit|0678
|Kassel|0678
|Kasselaas|0678
|Kasselerbrunt|0678
|Kasselergrønt|0679
|Kasselergult|0679
|Kasselersort|0679
|Kassemangel|0679
|kassere|0679
|Kasserer|0679
|Kasserosiner|0679
|Kassesaldo|0679
|Kassette (Opbevaring)|0679
|Kassette (i Arkitekturen)|0679
|Kassie|0679
|Kassiepeia|0679-0680
|Kassimov|0680
|Kassinet|0680
|Kassiterider|0680
|Kassitter|0680
|Kassiterit|0680
|Kassplja|0680
|Kastagnetter|0680
|Kastalia|0680
|Kastaliske Kilde|0680
|Kastamboli|0680
|Kastamuni|0680
|Kastanie|0680
|Kastaniebrunt|0680
|Kaste|0680
|Kastebevægelse|0680-0682
|Kasteblok|0682
|Kasteende|0682
|kaste Kæp|0682
|Kastel (se Citadel)|0682
|Kastel (By i Hessen)|0682
|Kastelege|0682
|Kastellan|0682
|Kastemaskine|0682-0683
|Kasteruse|0683
|Kasteskyts|0683
|Kastestopper|0683
|kaste til|0683
|Kastetræ|0683
|Kastevind|0683
|kastilianske Kanal|0683
|Kastilianske Skillebjerge|0683
|Kastilien|0683-0684
|Kastner, Emmerich|0684
|Kastner, Jean George|0684
|Kastning (Abort og for tidlig Fødsel)|0684-0685
|Kastning (aftærsker Sæd|0685
|Kastning (Formændring)|0685
|Kastor (se Dioskurer)|0685
|Kastor|0685
|Kastoria|0685
|Kastorolie|0685
|Kastrat|0685
|Kastrati|0685
|Kastration ell. Kastrering|0685-0687
|Kastratsangere|0687
|Kastrering|0687
|Kastri|0687
|Kastriota, Georg|0687
|Kastro|0687
|Kastrop|0687
|Kastrup|0687
|Kastrup Knæ|0687
|Kasualisme|0687
|Kasualtaler|0687
|Kasuar|0687-0688
|kasubisk Sprog og Litteratur|0688
|Kasuistik|0688
|Kasus|0688-0689
|Kasvin|0689
|Kaszewski, Kazimierz|0689
|Kat|0689-0690
|Katablast|0690
|Katabothron|0690
|Katafalk|0690
|Katafora|0690
|Kataforese|0690
|Kataforese|0690
|Kataforit|0690
|Katafrakter|0690
|Katagamba|0690
|Katagum|0690
|Katakana|0690
|Katakaustika|0690
|Kataklysma|0690
|Kataklysme|0690
|Kataklysme- ell. Katastrofeteori|0690
|Katak-Mehal|0690
|Katakolon|0690-0691
|Katakomber|0691-0693
|Katakrese|0693
|katalansk (ell. katalonsk) Litteratur|0693-0695
|katalektisk Vers|0695
|Katalepsi|0695
|Katalexis|0695
|Katalog|0695-0697
|Katalonien|0697
|katalonsk Litteratur|0697
|Katalyse|0697-0698
|Katamenier|0698
|Katane|0698
|Katanga|0698
|Katanæs|0698
|Katapleit|0698
|Katapleksi|0698-0699
|kataplektisk|0699
|Katapult|0699
|Katarakt (Vandfald)|0699
|Katarakt (Apparat)|0699
|Katarina Månsdotter|0699
|Katarina (sv. Prinsesse)|0699-0700
|Katarina Jagellonica|0700
|Katarr|0700
|katarralsk Feber|0700
|Katastasis|0700
|Kataster|0700
|Katastrofe|0700
|Katastrofeteori|0700
|Katatoni|0700
|Katatypi|0700
|Katavothra-Bjergene|0700
|Katavothrer|0700
|Katchin|0700-0701
|Kate, Herman Frederik Carelten|0701
|Kate, Jan Jakob Lodewijk ten|0701
|Kate, Lambert ten|0701
|Katechin|0701
|Katechu|0701
|Katechugarvesyre|0701
|Katechupalme|0701
|Katechusyre|0701
|Kateder|0701
|Katedersocialisme|0701-0702
|Katedral|0702
|Katedralglas|0702
|Katedralkirke|0702
|Katedralskoler|0702
|Kat efter Mus|0702
|Kategori|0702
|Katekese|0702
|Kateket|0702-0703
|Kateketik|0703
|Katekisation, katekisere|0703
|Katekisme|0703-0704
|Katekumener|0704
|Katernberg|0704
|Katete|0704
|Kateter|0704
|Katetometer|0704
|kat' exochen|0704
|Katfoss|0704
|Kaṭha|0704
|Kathai|0704
|Kaṭhaka|0704-0705
|Katharer|0705
|Katharina (Helgeninder)|0705-0706
|Katharina (eng. Dronning)|0706
|Katharina af Aragonien|0706
|Katharina af Portugal|0706
|Katharina af Medici|0706-0707
|Katharina I Alexejevna|0707
|Katharina II Alexejevna|0707-0710
|Katharine Howard|0710
|Katharine Parr|0710
|Katharsis|0710
|Kathartika|0710
|Kathartiske Metode|0710
|Kathasaritsagara|0710
|Kathiawar|0710
|Kathlamba|0710
|Katholikon|0710
|Katholikos|0710
|Katholm|0710
|Katiangaolie|0710
|Katif|0710
|Kation|0710
|Katjeli|0710
|Katkov, Mikael Nikiforovitsch|0710-0711
|Katla|0711
|Katmandu|0711
|Kato, Taka-Akira|0711
|Katode|0711
|Katodestraaler|0711-0717
|Katoforit|0717
|Katolicisme|0717
|Katolikdage|0717
|katolsk-apostoliske Kirke|0717
|katolske Breve|0717-0718
|katolske Kirke|0718-0720
|katolske Majestæt|0720
|Katoptrik|0720
|Katoptromantik|0720
|Katost|0720
|Katostfamilien|0720
|Katrine|0720
|Katrineblommer|0720
|Katschalinskaja Staniza|0720
|Katschenzer|0720
|Katsena|0720
|Katsh|0720-0721
|Katshar|0721
|Katsh-Gandava|0721
|Katshi|0721
|Katsura, Taro|0721
|Kattak|0721
|Katte|0721-0725
|katte|0725
|Katte, Hans Hermann von|0725
|katteagtige Rovdyr|0725
|Kattebjørne|0725
|Kattefod|0725
|Kattefritte|0725
|Kattefugl|0725
|Kattegat|0725-0727
|Katteguld|0727
|Kattehaj|0727
|Kattehale|0727
|Kattehalefamilien|0727
|Kattehoveder|0727
|Kattekløver|0727
|Kattemaki|0727
|Katten af Tønden, slaa|0727
|Katter|0727-0728
|Kattesafir|0728
|Katteskind|0728
|Katteskæg|0728
|Kattesølv|0728
|Kattetrappe|0728
|Katteurt|0728
|Katteøjesten|0728
|Kattowitz|0728
|Katty Kurgan|0728
|Katugle|0728
|Katun|0728
|Katunja-Søjler|0728
|Katunpapir|0728
|Katuntrykkeri|0728
|Katwijk Afvandingssluse|0728
|Katyayana|0729
|Katzbach|0729
|Katzenjammer|0729
|Kauai|0729
|Kauar|0729
|Kauberskifer|0729
|Kaudervælsk|0729
|Kauer, Ferdinand|0729
|Kaufbeuren|0729
|Kauffmann, Angelika|0729-0730
|Kauffmann, Heinrich August Theodor|0730
|Kauffmann, Hermann og Hugo|0730-0731
|Kauffmann, Vilhelm Frederik Ludvig|0731
|Kaufman, Asmus|0731
|Kaufmann, Carl Richard Johannes|0731-0732
|Kaufmann, Konstantin Petrovitsch|0732
|Kaufmann, Richard von|0732
|Kaufmann, Walter|0732
|Kaukasien|0732-0734
|kaukasiske Distrikt|0734
|kaukasiske Folk|0734
|kaukasiske Mur|0734
|kaukasiske Race|0735
|kaukasiske Sprog|0735
|Kaukasus|0735-0736
|Kaukauna|0736
|Kaula|0736
|Kaulbach, Friedrich|0736
|Kaulbach, Friedrich August von|0736-0737
|Kaulbach, Hermann|0737
|Kaulbach, Wilhelm von|0737-0738
|Kaulbars, Alexander Vasiljevitsch|0738
|Kaulom|0738
|Kaulun|0738
|Kaulung|0738
|Kaun, Hugo|0738
|Kauna|0738
|Kaunitz, Wenzel Anton|0738
|Kaunos|0738
|Kaupanger|0738-0739
|Kaupert, Gustav|0739
|Kauri|0739
|Kaurikopal|0739
|Kaurin, Edvard|0739
|Kaurin, Jens Matthias Pram|0739
|kausal|0739
|Kausalitet|0739
|Kausativ ell. Faktitiv|0739-0740
|Kauscher|0740
|Kauschning|0740
|Kaushitaki|0740
|Kaustik|0740
|kaustisk|0740
|Kaustobiolitter|0740
|Kautel|0740
|Kautelarjurisprudens|0740
|Kauterisation|0740
|Kautilya|0740
|Kaution|0740-0742
|Kautionsforsikring|0742
|Kautokeino|0743
|Kautschuk|0743
|Kautsjuk|0743-0745
|Kautsjukfernis|0745
|Kautsjukplaster|0745
|Kautsjuktræ|0745
|Kautsky|0745-0746
|Kautzsch, Emil Friedrich|0746
|Kav|0746
|Kaval|0746
|Kavaler (Herre)|0746
|Kavaler (i Befæstningskunsten)|0746
|Kavaleri|0746
|Kavalierperspektiv|0746
|Kavalkade|0746
|Kavalla|0746
|Kavanagh, Julia|0746
|Kavarna|0746
|Kavas|0746
|Kavate|0746
|Kavatine|0746-0747
|Kavdlunak|0747
|kavere|0747
|Kaverne|0747
|kavernøst Væv|0747
|Kavi|0747
|Kaviar|0747
|Kavier|0747-0748
|Kavirondo|0748
|Kavitet|0748
|Kavli, Arne Texnes|0748
|Kavring|0748
|Kavvadias, Panagiotes|0748
|Kavya|0748
|Kawa|0748
|Kaweri|0748
|Kayenbergh, Marie Émile Albert|0748
|Kayser, Emanuel|0748
|Kayser, Harald Hartvig|0748-0749
|Kayser, Karl Johan Henrik|0749
|Kayserling, Meyer|0749
|Kaystros|0749
|Kazak Luganskij|0749
|Kazanlyk|0749-0750
|Kazanpasset|0750
|Kazanskaja|0750
|Kazarer|0750
|Kazerun|0750
|Kazike|0750
|Kazimierz|0750
|Kazinczy, Ferenc|0750
|Kazwin|0750
|Kazwini|0750
|Kea|0750
|Kean, Charles John|0750
|Kean, Edmond|0750-0751
|Kearney (By i Nebraska, U. S. A.)|0751
|Kearney (By i New Jersey, U. S. A.)|0751
|Kearsley|0751
|Keats, John|0751-0753
|Kebbi|0753
|Kebes|0753
|Kebir|0753
|Keble, John|0753
|Kebnekaise|0753
|Kecskemét|0753
|Kedabek|0753
|Kedah|0753
|Kedar|0753
|Kedel|0753
|Kedeldal|0753
|Kedelfang|0753
|Kedelfarvetryk|0753
|Kedelflikker|0753
|Kedelform|0753
|Kedelhus|0753
|kedelig|0753-0754
|Kedelplader|0754
|Kedelsmedie|0754
|Kedelsten|0754
|Kedesher|0754
|Kediri|0754
|Kediv|0754
|Kedorlaomer|0754
|Kedron|0754
|Kedsomhed|0755
|Kedu|0755
|Keduscha|0755
|Keel|0755
|Keeler, James Edward|0755
|Keeling-Øer|0755
|Keene|0755
|Keene, Charles Samuel|0755
|Keenes Cement|0755
|Keewatin|0755-0756
|Kef|0756
|Kefalalgi|0756
|Kefalika|0756
|Kefallenia|0756
|Kefalografi|0756
|Kefalokele|0756
|Kefalometer|0756
|Kefalos|0756
|Kefalotomi|0756
|Kefalothryptor|0756
|Kefalotribe|0756-0757
|Kefalæmatom|0757
|Kefeus|0757
|Keffeje|0757
|Keffi|0757
|Kefil|0757
|Kefir|0757
|Kefisodotos|0757-0758
|Kefissos|0758
|Keflavík|0758
|Kefr|0758
|Keg|0758
|Kegle (mat.)|0758
|Kegle (se Skriftsystemer)|0758
|Kegleflade|0758
|Keglehjul|0758
|Keglenæb|0758
|Kegler|0758
|Keglesnegle|0758
|Keglesnit|0758-0759
|Keglesnitsflader|0759
|Keglespejl|0759
|Keglespil|0759
|Kegnæs|0759
|Kehl (d. s. s. Kel)|0759
|Kehl (By)|0759
|kehle|0759
|Kehraus|0759
|Kehren, Joseph|0759
|Keiat ell. Tikul|0759-0760
|Keighley|0760
|Keijser, Th. de|0760
|Keil, Gottfried Theodor Heinrich|0760
|Keil, Karl|0760
|Keila|0760
|Keilhau, Baltazar Mathias|0760
|Keilhauit|0760
|Keilir|0760
|Keim, Franz|0760
|Keim, Karl Theodor|0760-0761
|Keirincx, Alexander|0761
|Keiser, Reinhard|0761
|Keith|0761
|Keith, G. E.|0761
|Keith, George|0761
|Keith, Jakob|0761
|Keith, Robert Murray|0761-0762
|Keithlys|0762
|Keitloa|0762
|Keitum|0762
|Kei-Øer|0762
|Kejser|0762
|Kejserblaat|0762
|Kejserfisk|0762
|Kejsergarde|0762
|Kejsergrønt|0762
|Kejsergult|0762
|Kejserhat|0762
|Kejserkanal|0762-0763
|Kejserkrone|0763
|Kejserkultus|0763
|Kejsermønter|0763-0764
|Kejserret|0764
|Kejserrødt|0764
|Kejsersagnet|0764-0765
|Kejsersnit|0765
|Kejsersort|0765
|Kejsersvamp|0765
|Kejser Vilhelm's Kanal|0765
|Kejser Vilhelm's Øer|0765
|Kejserørn|0765
|Kejthaandethed|0765-0766
|Kekchi|0766
|Kekrops|0766
|Keksholm|0766
|Kekule, August|0766-0767
|Kekule v. Strádonitz R.|0767
|Kel|0767
|Kel|0767
|Kela|0767
|Kelainai|0767
|Kelaino|0767
|Kelantan|0767
|Kelat|0767
|Kelat-i-Ghilsai|0767
|kele|0767
|Keleos|0767
|Kelerashi|0767
|Kéler Béla|0767
|Keleti, Gustav Frederik|0767
|Keleti, Karl|0767-0768
|Kelheim|0768
|Kelims|0768
|Keling's Øer|0768
|Kellaway|0768
|Kellen, David van der|0768
|Kellen, Jan Philip van der|0768
|Keller, Albert von|0768
|Keller, Augustin|0768
|Keller, Christian|0768
|Keller, Émile|0769
|Keller, Ferdinand|0769
|Keller, Ferdinand|0769
|Keller, Franz og Joseph von|0769
|Keller, Friedrich Ludwig|0769
|Keller, Gerard|0769
|Keller, Gottfried|0769-0770
|Keller, Helen|0770
|Keller, Johan|0770
|Keller, Johan Christopher Henrik Rummelhoff|0770-0771
|Keller, Sophie Helene Henriette|0771
|Kellermann, Bernhard|0771
|Kellermann, Caroline Vilhelmine og Christian Laurentz|0771
|Kellermann, François Christophe de og François Étienne de|0771-0772
|Kellermann, Olaus Christian|0772
|Kellerwand|0772
|Kellet, Henry|0772
|Kellet-Stræde|0772
|Kelley, Edgar|0772
|Kellgren, Abraham Herman August|0772
|Kellgren, Johan Henrik|0773
|Kellinghusen|0773
|Kellner|0773
|Kells|0773
|Keloid|0773
|Kelong|0773
|Kelotomi|0773
|Kelp|0773-0774
|Kelso|0774
|Kelter|0774-0775
|Keltiberer|0775
|keltiske Kirke|0775
|keltiske Sprog.|0775-0778
|keltisk Litteratur|0778-0779
|Keltma|0779
|Keltomani|0779
|Keltring|0779
|Kelung|0779
|Kelvin|0779
|Kelvin, Lord|0779-0780
|Kelyfit|0780
|Kem|0780
|Kemalpashazadeh|0780
|Kemangeh|0780
|Kemble|0780
|Kemble, Charles|0780-0781
|Kemble, Frances Anna|0781
|Kemble, John Mitchell|0781
|Kemble, John Philip|0781
|Kemény, Siegmund|0781-0782
|Kemi (om Grundstofferne)|0782-0789
|Kemi (By)|0789
|Kemiatri|0789
|Kemi-Elv|0789
|Kemigrafi|0789
|Kemikalier|0789
|kemisk Analyse|0789
|Kemiskbrunt|0789
|kemiske Elementer|0789
|kemiske Forbindelser|0789
|kemiske Formler|0789
|kemiske Laboratorier|0789
|kemiske Ligninger|0789
|kemiske Straaler|0789
|kemiske Tegn|0789
|kemisk Fyrtøj|0789
|kemisk Industri|0789-0790
|kemisk Proces|0790
|kemisk Renhed|0790
|Kemiskrødt|0790
|kemisk Slægtskab|0790
|kemisk Teknologi|0790
|kemisk Vask|0790
|Kemitypi|0790
|Kemmern|0790
|Kemosh|0790
|Kemotaksis|0790
|Kemotropisme|0790-0791
|Kemp, Johan Gottfried|0791
|Kemp, Johannes Theodosius van der|0791
|Kempe, Frans Kristoffer|0791
|Kempe, Poul Pedersen|0791
|Kempelen, Wolfgang von|0792
|Kempen|0792
|Kempeneer, P. d.|0792
|Kempenland|0792
|Kemper, Jeronimo de Bosch-|0792
|Kempf, Paul|0792
|Kempis|0792
|Kempno|0792
|Kempston|0792
|Kempten|0792
|Ken|0792
|Kenai|0792
|Kendal|0792
|Kendallville|0792
|Kendelse|0792
|Kendeord|0792
|Kending|0792
|Kendingssignal|0792-0793
|kendt Mand|0793
|Keneh|0793
|Kengka|0793
|Kenia|0793
|Kenilworth|0793
|Kenitter|0793
|Kenmare|0793
|Kennan, George|0793
|Kennebec|0793
|Kennebunk|0793
|Kennedy, John Pendleton|0793
|Kennedy, William|0793
|Kennedya|0793-0794
|Kennedy-Kanalen|0794
|Kenneh|0794
|Kennelsport|0794
|Kennemerland|0794
|Kennet|0794
|Kenngott, Gustav Adolf|0794
|Kennicott, Benjamin|0794
|Kenninger|0794-0795
|Kennington|0795
|Kenosha|0795
|Kenotaf|0795
|Kenotikere og Kryptikere|0795-0796
|Kensett, John Frederick|0796
|Kensington|0796
|Kensington Museum|0796-0797
|Kent (Shire)|0797
|Kent (By i U. S. A.)|0797
|Kent (eng. Jarle- og Hertugtitel)|0797
|Kent, Georg|0797
|Kent, James|0797-0798
|Kent, William|0798
|Kentauren|0798
|Kentaurer|0798-0799
|Kentia|0799
|kentisk Terne|0799
|Kenton|0799
|Kentrolit|0799
|Kentucky|0799
|Kentucky coffee-tree|0799
|Kentucky Derby|0800
|Kentucky River|0800
|Kenyon, Sir Frederic George|0800
|Keokuk|0800
|Keos|0800
|Kepi|0800
|Kepler, Johannes|0800-0802
|Keplers Love|0802
|Keplers Problem|0802
|Keporkak|0802
|Kepotaf|0802
|Keppel, Augustus|0802
|Keppler, Joseph|0803
|Ker|0803
|Kerabau ell. Karbau|0803
|Kerak|0803
|Keramik|0803
|Keramografik|0803
|Keramohalit|0803
|Keran|0803
|Kerargyrit|0803
|Kerasen|0803
|Kerasus|0803
|Keraterpeton|0803
|Keratin|0803
|Keratitis|0803
|Keratocele|0803
|Keratofyr|0803-0804
|Keratoglobus|0804
|Keratoiritis|0804
|Keratokonus|0804
|Keratomalaci|0804
|Keratomykose|0804
|Keratonyxis|0804
|Keratoplastik|0804
|Keratoskop|0804
|Keratoskopi|0804
|Kératry, Auguste Hilarion de og Émile de K.|0804
|Keraunia|0804
|Keraunion|0805
|Kerbela|0805
|Kerberos|0805
|Kercha|0805
|Kerckhoven, Peter Frans van|0805
|Kerdassah|0805
|Kerdrel, Audren de|0805
|Keren|0805
|Kerensk|0805
|Kerensky, Alexander Fedorovitsch|0805-0806
|Kerer|0806
|Keretj|0806
|Kerguelen|0806
|Kerguelen, Yves Joseph de|0806
|Keri ell. K'ri|0806
|Kerim Pasha|0806
|Kerinthos|0806
|Kerion Celsi|0806
|Kerka|0806
|Kerke|0806-0807
|Kerkoper|0807
|Kerkrade|0807
|Kerkring'ske Klapper|0807
|Kerkuk|0807
|Kerkyon|0807
|Kerkyra (Datter af Flodguden Asopos)|0807
|Kerkyra (se Korfu)|0807
|Kerlaugar|0807
|Kerlingarfjöll|0807
|Kermadec-Øer|0807
|Kerman|0807
|Kermanshah|0807
|Kermes|0807
|Kermes ell. Kirmes|0807
|Kermesbær|0807
|Kermesit|0807
|Kermeskorn|0807
|Kermes minerale|0807
|Kermesskjoldlus|0807
|Kermineh|0807
|Kern, Heinrich|0807-0808
|Kern, Johann Conrad|0808
|Kerne (bot.)|0808
|Kerne (tekn.)|0808
|Kerne ell. Kerneved|0808
|Kerne|0808-0810
|Kernebider|0810
|Kernedeling|0810
|Kerneforstening|0810
|Kernefrugt|0810
|Kernefrugtfamilien|0810-0811
|Kernekasse|0811
|Kernekløft|0811
|Kernemælk|0811
|Kerner, Andreas Justinus|0811
|Kerner, Anton Joseph, Ritter v. Marilaun|0811-0812
|Kerneskygge|0812
|Kernestivere|0812
|Kernestøbning|0812
|Kernestøtter|0812
|Kernesvampe|0812
|Kernesvamplaver|0812
|Kerneved|0812
|Kerneæltere|0812
|Kernigs Symptom|0812
|Kernkamp, Gerhard Wilhelm|0812
|Kerografi|0812
|Kéroualle, Louise de|0812
|Kerr, John|0812-0813
|Kerria|0813
|Kerry|0813
|Kerry-Kræg|0813
|Kersantit|0813
|Kerschensteiner, Georg|0813
|Kersej|0813
|Kersseboom, Willem|0813-0814
|Kerte|0814
|Kertsch|0814
|Keruber|0814
|Kerularios, Michael|0814
|Kerun ell. Karun|0814
|Kervbøjeprøve|0815
|Kervslagprøver|0815
|Kervyn de Lettenhove|0815
|Kerykeion|0815
|kerynitiske Hind|0815
|Keryx|0815
|Kesanlyk|0815
|Keser|0815
|Keshan|0815
|Kesho|0815
|Kesje|0815
|Kesmark|0815
|Kesrie|0815
|Kessel, van (flamsk Kunstnerfamilie)|0815-0816
|Kessel, Johan van|0816
|Kesseldorf|0816
|Kessel-Loo|0816
|Kessels, Matthias|0816
|Kesslerloch|0816
|Kesslerske Fluater|0816
|Kesso|0816
|Kesteven|0816
|Keswick|0816
|Keswick-Konferencerne|0816-0817
|Keszthely|0817
|Ket|0817
|Ketel, Cornelis|0817
|Ketgeeolie|0817
|Ketib|0817
|Ketil|0817
|Ketilbjörn Ketilsson|0817
|Ketil Flatnef|0817
|Ketil Hæng|0817
|Ketil Jæmte|0817
|Ketil Kalf|0817
|Ketilsson, Magnús|0817-0818
|Keto|0818
|Ketonalkoholer|0818
|Ketoner|0818
|Ketonsyrer|0818
|Ketoser|0818
|Ketschwayo|0818
|Ketser|0818
|Ketta|0818
|Kette|0818
|Ketteler, Klemens von|0818
|Ketteler, Wilhelm Emmanuel, Friherre von|0818-0819
|Kettering|0819
|Kettilmundsson, Mattias|0819
|Kettwig|0819
|Ketu|0819
|Ketubim|0819
|Kety|0819
|Ketzin|0819
|Keudell, Robert von|0819
|Keuper|0819
|Kevelaer|0819
|Kewanee|0819
|Keweenawan|0819
|Kew Gardens|0819-0820
|Kexél, Olof|0820
|Kexholm|0820
|Key, Ellen Karolina Sofia|0820
|Key, Ernst Axel Henrik|0820
|Key, Karl Fredrik Edvin Emil|0821
|Key, Lieven de|0821
|Key Biscayne bay|0821
|Keyport|0821
|Keyser, Hendrik Corneliszoon de|0821
|Keyser, Hilda Elisabeth|0821
|Keyser, Jakob Rudolf|0821-0822
|Keyser, Nicaise de|0822
|Keyser, Thomas de|0822-0823
|Keyserling, Eduard von|0823
|Key West|0823
|Keyx|0823
|K. F. U. K.|0823
|K. F. U. M.|0823
|kg|0823
|kgm|0823
|Khaibar-Pas|0823
|Khairabad|0823
|Khairagarh|0823
|Khairpur|0823
|Khakan|0823
|Khaki (Stof)|0823
|Khaki|0823
|Khalibi|0823
|Kham|0823-0824
|Khambat|0824
|Khamgaon|0824
|Khamti|0824
|Khan|0824
|Khandesh|0824
|Khandshar|0824
|Khandwa|0824
|Khanikoff|0824
|Khanpur|0824
|Kharbin|0824
|Kharoshti ell. Kharisti|0824
|Khartli|0824
|Khartum|0824
|Khasi|0824
|Khasia-Bjergene|0824-0825
|Khasi and Jaintia Hills|0825
|Khatmandu|0825
|Khatsi|0825
