# salmonsen/2/9/Articles.lst
#
index|Titel og indhold|0004 0006
|Gläser, Franz Joseph|0852
|Gläser, Joseph August Eduard Friederich|0852
|Glødelampe, -lys|0852
|Glødeovne|0852
|Glødjern|0852
|Glødning|0852
|Glødsaks|0852
|Glødspaan|0852-0853
|Glødstof|0853
|Glødvoks|0853
|Gløersen, Hans Andreas Tanberg|0853
|Gløersen, Jacob|0853
|Gløersen, Ole Kristian|0853
|gløgg|0853
|Gmelin, Johann Friedrich og Leopold|0853
|Gmelin, Johann Georg og Samuel Gottlieb|0853-0854
|Gmelin, Wilhelm Friedrich|0854
|Gmelinit|0854
|G-mol|0854
|G. M. T.|0854
|Gmunden|0854
|Gmünd|0854
|Gnaa|0854
|Gnaphalium|0854
|Gnathobdellidæ|0854
|Gnathorrhinis|0854
|Gnauth, Gustav Adolph|0854
|Gnaverabe|0854
|Gnavere|0854-0857
|Gnaverpindsvin|0857-0858
|Gnaverpungdyr|0858
|Gnavspor|0858
|Gneditsch, Nikolaj Ivanovitsch|0858
|Gneisenau, August Wilhelm Anton Neidhart|0858
|Gneist, Heinrich Rudolf Hermann Friedrich von|0858-0859
|Gnejs|0859-0860
|Gnejsgranit|0860
|Gnesen|0860
|Gnetaceæ|0860
|Gnetinæ|0860
|Gnetum|0860
|Gniben|0860
|Gnidesten|0860
|Gnidning|0860-0861
|Gnidningsbreccie|0861
|Gnidningselektricitet|0862-0863
|Gnidningslyd|0863
|Gnidningsmodstand|0863
|Gnidos|0863
|Gnipahellir|0863
|Gnist|0863
|Gnistfanger|0863
|Gnistinduktor|0863
|Gnistmikrometer|0863
|Gnisttelegrafi|0863
|Gnitahede|0863
|Gnod|0863
|Gnoli, Domenico|0863
|Gnome|0863
|Gnomer|0863
|Gnomon (mat.)|0863
|Gnomon (Instrument)|0863
|Gnomonia|0863
|Gnomonik|0863
|Gnosis eller Gnosticisme|0863-0867
|Gnosos|0867
|Gnosticisme, Gnostiker|0867
|gnothi s(e)auton|0867
|Gnu|0867
|Gnudtzmann, Johannes Emil|0867
|Gnudtzmann, Albert Theodor|0867-0868
|Gnupa|0868
|G-Nøgle|0868
|Gô|0868
|Goa|0868
|Goajiro (Halvø)|0868
|Goajiro (Indianerstamme)|0868
|Goalpara|0869
|Goave|0869
|Gobat, Charles Albert|0869
|Gobat, Samuel|0869-0870
|Gobbo|0870
|Gobel|0870
|Gobelin|0870-0871
|Gobelinbroderi|0871
|Gober|0871
|Gobert, Napoléon|0871
|Gobi|0871
|Gobiesocidæ eller Dobbeltsugerne|0871
|Gobildæ|0871
|Gobineau, Joseph Artur, Greve af|0871
|Gobeliner (Planche)|0872-0873
|Gobineau, Joseph Artur, Greve af (fortsat)|0874
|Gobio|0874
|Gobius|0874
|Goblet, Albert Joseph|0874
|Goblet, René|0874
|Goblet d'Alviella, Eugène|0874
|Gobryas|0874
|Goch|0874
|Goczalkowitz|0874
|Goðafoss|0874
|Godalming|0874
|Godard, Benjamin Louis Paul|0874-0875
|godartet|0875
|Godavari (Flod)|0875
|Godavari (Distrikt)|0875
|Goddard, Arabella|0875
|Gode|0875
|Godeau|0875
|Godefo|0875
|Godefroy, Frédéric Eugène|0875-0876
|gode Gerninger|0876
|Godegisel|0876
|Gode Haabs Forbjerg|0876
|Godehard|0876
|Gode Hyrde|0876-0877
|Godenhjelm, Bernhard Fredrik|0877
|Goderich|0877
|Godesberg|0877
|Godesscalc|0877
|Godet, Frédéric Louis|0877
|Godet, Philippe (Ernst)|0877
|Godetia|0877
|Godfader, Godmoder, Godforældre|0877
|Godfred|0877
|Godfred af Anjou|0877
|Godhavn|0877-0878
|Godhed|0878
|Godhra|0878
|Godin, Jean Baptiste André|0878
|Godiva|0878
|Godiveaufars|0878
|Godkendelse|0878
|Godlewski, Emil|0878
|Godmanchester|0878
|god Mand|0878
|Godolphin, Sidney|0878
|Godomar|0878
|Goðorð|0878-0879
|Godov|0879
|Godowsky, Leopold|0879
|Godoy, Manuel|0879
|Godron|0880
|Gods (Samling af Bondeejendomme)|0880
|Gods (tykkelse)|0880
|Gods (Søv.)|0880
|God save the King|0880
|Godscham|0880
|Godscheb|0880
|Godsforvalter|0880
|Godsinspektør|0880
|Godskalk|0880
|godskrive|0881
|Godstog|0881
|Godsvogn|0881
|Godthaab|0881
|Godthaab Fjord|0881
|Goðþjóð|0881
|god Tro|0881
|Godtroenhedserhvervelser|0881-0882
|Godunov|0882
|Godvægt|0883
|Godwin|0883
|Godwin, Mary Wollstonecraft og William|0883
|Godwin Austen|0883
|Godøsund|0883
|Goe (smlg. Artiklerne med Gø...)|0883
|Goe (Jættekvinde)|0883
|Goeje, M. J.|0883
|Gœneutte, Norbert|0883
|Goeree-en-Overflakkee|0883-0884
|Goes|0884
|Goës, Axel Theodor|0884
|Goës, Benedikt|0884
|Goës, Damião de|0884
|Goes, Hugo van der|0884
|Goethals, George Washington|0884-0885
|Goetik|0885
|Goeverneur, Johan Jacob Antonie|0885
|Gofer|0885
|Gogebic|0885
|Gogh, Vincent van|0885
|Gog og Magog|0885-0886
|Gogol, Nikolaj Vasiljevitsch|0886-0887
|Gohfeld|0887
|Gohier, Louis Jerôme|0887
|Gohlis|0887
|Goi|0887
|Goijen, Jan Josephszoon van|0887
|Goin|0887
|Goiorani, Ciro|0887-0888
|Goiske|0888
|Goito|0888
|Gokhale, Gopal Krischna|0888
|Gokstadskibet|0888
|Goktscha|0888
|Gokula|0888
|Golaa Højfjeldssanatorium|0888
|Golcar|0888
|gold|0888-0889
|Goldap|0889
|Goldau|0889
|Goldberg|0889
|gold Blomst|0889
|Golden|0889
|Golden gate|0889
|Golden vale|0889
|Golder|0889
|Goldfussia|0889
|Gold Hill|0889
|Goldie, George Dashwood Taubmann|0889
|Goldingen|0889
|Goldmark, Karl|0889
|Goldoni, Carlo|0889-0890
|Goldsborough|0890-0891
|Goldscheider, Johannes Karl August Eugen Alfred|0891
|Goldschmidt, Adalbert von|0891
|Goldschmidt, Harald Naptali Julius|0891
|Goldschmidt, Heinrich Jacob|0891
|Goldschmidt, Hugo|0891
|Goldschmidt, Jenny Lind-|0891-0893
|Goldschmidt, Johann Wilhelm|0893
|Goldschmidt, Levin|0893-0894
|Goldschmidt, Meïr Aaron|0894-0897
|Goldschmidt, Moritz|0897
|Goldschmidt, Otto|0897
|Goldschmidt, Ragnhild|0897
|Goldschmidtit|0897
|Goldsmith, Oliver|0897-0898
|Goldstein, Eugen|0898
|Goldstücker, Theodor|0898
|Goldzieher, Wilhelm|0898
|Goldziher, Ignacz|0898
|Golea|0898-0899
|Gołębiowski, Lukasz|0899
|Golescu, Nicolas|0899
|Goletta|0899
|Golf (Boldspil)|0899
|Golf (Bugt, Havbugt)|0899
|Golfe de Bénin|0899
|Golfo Dulce|0899
|Golfstrømmen|0899-0901
|Golgastryk|0901
|Golgata ell. Golgota|0901
|Golgi, Camillo|0901
|Golginet|0901
|Golgi's Celler|0901
|Golgiske Metode|0901
|Gol|0901
|Goliarder|0901
|Goliat|0901
|Goliatbille|0901
|Goliatskinner|0901-0902
|Golius, Jacob|0902
|Golkonda|0902
|Goll, Bernt August|0902
|Goll, Jaroslav|0902
|Golling|0902
|Gollnow|0902
|Goll'ske Strenge|0902
|Goloka|0902-0903
|Golos|0903
|Golovatskij, Jakov Fjodorovitsch|0903
|Golovin|0903
|Golovnin, Alexander|0903
|Golovnin, Vassilij Michailovitsch|0903-0904
|Golovtshin|0904
|Golskirken|0904
|Goltermann, Georg Eduard|0904
|Golther, Wolfgang|0904
|Goltz, August Friedrich Ferdinand, Grev v. der|0904
|Goltz, Bogumil|0904
|Goltz, Colmar, Friherre v. der|0904
|Goltz, Friedrich Leopold|0904-0905
|Goltz, Max, Friherre v. der|0905
|Goltz, Robert Heinrich Ludvig, Grev v. der|0905
|Goltz, Theodor, Friherre von der|0905
|Goltzius, Hendrik|0905
|Goluchovski, Agenor og Agenor|0905-0906
|Gomal|0906
|Gomarister|0906
|Gomartgummi|0906
|Gomarus, Frants|0906
|Gomberg, Moses|0906
|Gombert, Nicolaus|0906
|Gomberville, Martin Leroy de|0906
|Gomel|0906
|Gomera|0906
|Gomes, João Baptista|0906
|Gomes de Amorim, Francisco|0906-0907
|Gomes Leal, Antonio Duarte|0907
|Gomez, Antonio Carlos|0907
|Gómez, Maximo|0907
|Gómez de Avellaneda, G.|0907
|Gómez de Cibdareal, Fernán|0907
|Gómez de Quevedo y Villegas, F.|0907
|Gomfosis|0907
|Gomm, William Maynard|0907
|Gommern|0907
|Gomontia|0907
|Gomorrha|0907
|Gompers, Samuel|0907-0908
|Gomperz, Theodor|0908
|Gomphrena|0908
|Gomrun|0908
|Gomul|0908
|Gomulicki, Wiktor|0908
|Gomuti|0908
|Gonagra|0908
|Gonaïves, Les|0908
|Gonatidæ|0908
|Gonave|0908
|Gonçalves Dias|0908
|Goncourt, Edmond og Jules, Huot de|0908-0909
|Goncourt-Akademiet|0909-0910
|Gond|0910
|Gonda|0910
|Gondar|0910
|Gondi|0910
|Gondinet, Edmond|0910
|Gondokoro|0910
|Gondol|0910-0911
|Gondrecourt, Henri Ange Alfred, Greve af|0911
|Gondrecourt, Leopold|0911
|Gondul|0911
|Gondwana|0911
|Gonfaloniere|0911
|Gongong|0911
|Gongongmetal|0911
|Gongora y Argote, Luis de|0911-0912
|Gongorisme|0912
|Goniaster|0912
|Goniatites|0912
|Gonidier|0912
|Goniometer|0912-0913
|Goniometri|0913
|Gonionds|0913
|Gonitis|0913
|Gonium|0913
|Gonnos|0913
|Gonococcus|0913
|Gonolobus|0913
|Gonorre|0913
|Gonothyræa Loveni|0913
|Gonotokont|0913
|Gonse, Louis|0913
|Gontaut|0913
|Gontaut Biron, Anne Armand Élie|0913
|Gontenbad|0913
|Gontscharov, Ivan Aleksandrovitsch|0913-0914
|Gonzaga (se Guerrieri-Gonzaga)|0914
|Gonzaga (Fyrsteslægt)|0914
|Gonzaga, Thomaz Antonio|0914-0915
|Gonzales|0915
|Gonzalès, Louis Jean Emmanuel|0915
|González Bravo|0915
|González Carvajal, Tomás José|0915
|González de Clavijo, Ruy|0915
|Gonzalo de Berceo|0915
|Gonzalo de Cordoba|0915
|Gonzen|0915
|Gooch-Digel|0916
|Goodall, Frederick|0916
|Goode, George Brown|0916
|Goodentaceæ|0916
|Goodenough|0916
|Goodman, Walter|0916
|Goodrich, Samuel Griswold|0916-0917
|Goodsir, John|0917
|Good-Templar-Ordenen|0917
|Goodwill|0917-0918
|Goodwin-Sands|0918
|Goodwood Park|0918
|Goodyear, Charles|0918
|Goodyera|0918
|Goole|0918
|Goonze|0918
|Goor|0918
|Goos, August Herman Ferdinand Carl|0918-0920
|Goose Lake|0920
|Goosen|0920
|Gopher|0920
|Gopicandana|0920
|Gopi'er|0920
|Goplelus|0920
|Goplepolypper|0920
|Gopler|0920-0928
|Gopul|0928
|Gorakhnatha|0928
|Gorakpur|0928
|Goral|0928
|Goraler|0928
|Gorczyński, Adam|0928
|Gordait|0928
|Gordan, Paul|0928
|Gordianus|0928
|Gordion eller Gordieion|0928
|Gordios|0928
|Gordius|0928-0929
|gordisk Knude|0929
|Gordon|0929-0930
|Gordon, Adam Lindsay|0930
|Gordon, Charles George|0930
|Gordon, John|0931
|Gordon, John Watson, Sir|0931
|Gordon setter|0931
|Gore|0931
|Gore, Charles|0931
|Gorecki, Antoni|0931
|Gorée|0931
|Goremykin, Ivan Langinovitsj|0931-0932
|gorge|0932
|Gorgeret|0932
|Gorgias|0932
|Gorgo|0932
|Gorgona|0932
|Gorgoneion|0932-0933
|Gorgoner|0933
|Gorgonidæ|0933
|Gorgonzola|0933
|Gori|0933
|Gorilla|0933
|Gorillagarn|0933
|Gorinchem|0933
|Gorkha'erne|0933
|Gorki|0933
|Gorkij, Maksim|0933
|Gorkum|0933
|Gorlice|0933
|Gorm den Gamle|0933-0934
|Gornergletscheren|0934
|Gorod|0934
|Gorodez|0934
|Gorodischtsche|0934
|Gorodnja|0934
|Gorodok|0934
|Gorontalo|0934
|Gorostiza, Manuel Eduardo de|0934
|Gorove, Stefan|0934
|Gorresio, Gaspare|0934
|Gorst, John Eldon|0934-0935
|Gorter, Herman|0935
|Gorton|0935
|Gortschakov, Alexander Ivanovitsch og Andreas Ivanovitsch og Michael og Peter Dimitrovitsch|0935
|Gortschakov, Alexander Michailovitsch|0935-0936
|Gortyna|0936-0937
|Gortyns Stadsret|0937
|Goryn|0937
|Gorze|0937
|Gos|0937
|Gosain|0937
|Gosau|0937
|Gosch, Christian Karl August|0937
|Gosche, Richard|0937-0938
|Goschen, George Joachim|0938
|Goschen, William Edward|0938
|Gosen|0938
|Gosforth|0938
|Goshen|0939
|Goshen|0939
|Goslar|0939
|Goslarit|0939
|Goslawski, Maurycy|0939
|Gospic|0939
|Gospodar|0939
|Gosport|0939
|Gossart, Jan|0939
|Gossau|0939
|Gosse, Edmund William|0939-0940
|Gosse, Nicolas Louis François|0940
|Gosse, Philip Henry|0940
|Gossec, François Joseph|0940
|Gosselies|0940
|Gosselin, Athanase Léon|0940
|Gosselin, Pascal François Joseph|0941
|Gossensass|0941
|Gossler, Gustav von|0941
|Gossner, Johannes Evangelista|0941-0942
|Gossner'ske Mission, Den|0942-0943
|Gosson, Stephen|0943
|Gossypium|0943
|Gostyn|0943
|Gostynin|0943
|Goszczyński, Seweryn|0943
|Got, Edmond François Jules|0943-0944
|Gote|0944
|Goter|0944-0946
|Goters|0946
|Gotfred af Bouillon|0946
|Gotfred (ell. Govaert) af Ghemen|0946
|Gotfred II den Skæggede og Gotfred III|0946-0947
|Gotha|0947
|Gothaer|0947
|Gotha-Kalenderen|0947-0948
|Gothlandisk Formation|0948
|Gotik|0948-0949
|gotisk Skrift|0949
|gotisk Sprog og Litteratur|0949-0950
|gotisk Stil, se Gotik|0950
|Gotland|0950-0952
|Gotlandsgruppe|0952
|gotlandsk Kalk|0952
|gotlandsk Marmor|0952
|Gotlandsloven|0952
|Gotlænder, S. P.|0952
|Goto-Germaner|0952-0954 
|Goto Shojiro|0954
|Gotra|0954
|Gotter, Friedrich Wilhelm|0954-0955
|Gottesberg|0955
|Gottfried von Strassburg|0955
|Gotthelf, Jeremias|0955
|Gotti, Aurelio|0955
|Gottlieb, Johan Ludvig|0955
|Gottlund, Karl Axel|0955
|Gottorp|0955-0956
|Gottrupm Lauritz Christensen|0956
|Gottschalk|0956-0957
|Gottschalk, Albert|0957
|Gottschalksen, Carl Emil|0957
|Gottschall, Karl Rudolf v.|0957
|Gottsched, Johann Christoph|0957-0958
|Gottschee|0958
|Gottskálksson, Oddur|0958
|Gouachemaleri|0958-0959
|Gouda|0959
|Goudchaux, Michel|0959
|Goudelin, Pierre|0959
|Goudimel, Claude|0959
|Goudron|0959
|Goudt, Henrik|0959
|Gough, Hubert, Sir|0959
|Gough, Hugh|0959-0960
|Gough, John|0960
|Gouin, François|0960
|Goujon, Jean|0960
|Goulard, Eugène de|0960
|Goulard'ske Blyvand|0960
|Goulburn|0960
|Goulburn, Henry|0960
|Gould, Benjamin Apthorp|0961
|Gould, Jay|0961
|Gould, John|0961-0962
|Gould, S.|0962
|Goulette, La|0962
|Gounod, Charles François|0962-0963
|Goupil, Adolphe|0963
|Goura|0963
|Gourami|0963
|Gouraud, Henri Joseph Eugène|0963
|Gourdon|0963
|Gourgaud, Gaspard|0963-0964
|Gourliea|0964
|Gourmand|0964
|Gourmet|0964
|Gourmont, Remy de|0964
|Gournay-en-Bray|0964
|Gourock|0964
|Gousses de Gonaké|0964
|Goust|0964
|goût|0964
|goutte|0964
|gouttes noires|0964
|Gouttière|0964
|Gouverneur|0964
|Gouvion|0965
|Gouvy, Théodore|0965
|Govan|0965
|Govean, Felice|0965
|Governors Harbour|0965
|Governors Island|0965
|Govi, , Gilberto|0965
|Govinda|0965
|Govind Singh|0965-0966
|Govone, Giuseppe|0966
|Gowalpara|0966
|Gower, John|0966
|Gowers, William Richard|0966
|Gowers' Bundt|0966
|Goya|0966-0967
|Goyana|0967
|Goyau, Pierre Louis Théophile Georges|0967
|Goya y Lucientes, Francisco José de|0967-0968
|Goyaz|0968
|Goyazit|0968
|Goyen|0968
|Gozlan, Léon|0968
|Gozzi, Carlo|0968-0969
|Gozzi, Gaspare|0969
|Gozzo|0969
|Gozzoli, Benozzo|0969-0970
|G. P.|0970
|Graaand|0970
|Graa-Ask|0970
|Graa-Asp|0970
|Graa Astrild|0970
|Graabag|0970
|Graaben|0970
|Graabensild|0970
|Gråberg, Jakob|0970
|Graabjørn|0970
|Graabone|0970
|Graabrunsten, Graabrunstenmalm|0970
|Graabrødre|0970
|Graad|0970
|Graadodder|0970
|Graadyb|0970-0971
|Graae|0971
|Graaf, Reinier de|0971
|Graafisk|0971
|Graa Fluesnapper|0971
|Graaf-Reinet|0971
|Graafske Follikler|0971
|Graagaas (se Gæs)|0971
|Graagaas (se Grágás)|0971
|Graa Grib|0971
|Graah, David|0971
|Graah, Vilhelm August|0971
|Graahaj|0971
|Graahare|0971
|Graahede|0971
|Graahejre|0971
|Graahval|0971
|Graairisk|0971
|Graakalk|0971
|Graakallen|0972
|Graakobbermalm|0972
|Graakridt|0972
|Graakvæg|0972
|Graal|0972
|Graalaks|0972
|Graamanganmalm|0972
|Graamejse|0972
|Graamelde|0972
|Graamos|0972
|Graapapegøje|0972
|Graa-Poppel|0972
|Graapære|0972
|Graaris|0972
|graa Salve|0972
|Graasei|0972
|Graasisik|0972
|Graasisken|0972
|Graaskimmel|0972
|Graaspurv|0972
|Graaspætte|0972
|Graasten (Skifre)|0972
|Graasten (Slot)|0972
|Graastener Æble|0972
|Graa Stær|0972
|Graasæl|0972
|graat|0972
|graat i graat|0972
|Graa Tornskade|0972
|Graavakke|0972
|Graavidje|0972
|Graaværk|0972
|Graa-Æl|0972
|Grabbe, Christian Dietrich|0972-0973
|Graber, Veit|0973
|Grabow|0973
|Grabow|0973
|Grabow, Mathilda|0973-0974
|Grabow, Wilhelm|0974
|Grabow an der Oder|0974
|Grabowski, Michal|0974
|Gracchus|0974-0975
|grâce|0975
|Gracht|0975
|Gracia|0975
|Gracián, Baltasar|0975-0976
|Gracias a Dios|0976
|Graciosa|0976
|graciøs|0976
|Graculus|0976
|Grad (Slægtskabsforhold)|0976
|Grad (mat.)|0976
|Grad (i Fysikken)|0976
|Grad (tekn.)|0976
|Grad (i Typografien)|0976
|Grad (akademisk Værdighed)|0976
|Grad, Charles|0976
|Gradafdelingskort|0976
|gradatim|0976
|Gradation|0976
|Gradation|0976-0977
|Gradbøjning|0977
|grade|0977
|Gradehede|0977
|Gradenigo, Pietro|0977
|Gradenwitz, Otto|0977
|gradere|0977
|Graderjern|0977
|Graderværk|0977
|gradevole|0977
|Gradient|0977
#
#
